chap_num,term_str,n
5,of,149
5,off,2
5,offered,2
5,offering,2
5,offerings,2
5,on,10
5,one,11
5,ones,1
5,only,5
5,opinions,1
5,opposite,1
5,or,18
5,ordained,1
5,other,6
5,others,3
5,our,13
5,out,2
5,outstretched,1
5,over,8
5,overflowing,1
5,overlook,1
5,overlooking,1
5,own,1
5,owned,1
5,painful,3
5,paradise,1
5,pardon,1
5,party,1
5,passed,1
5,past,1
5,path,1
5,pay,1
5,peace,1
5,penalty,2
5,people,38
5,perfected,1
5,perform,1
5,perhaps,1
5,perjury,1
5,permission,1
5,permitted,5
5,persons,3
5,personunless,1
5,piety,2
5,pilgrim,4
5,place,1
5,placed,2
5,places,1
5,pleased,2
5,pledge,3
5,polytheists,1
5,position,1
5,possess,1
5,power,3
5,practice,1
5,pray,2
5,prayer,4
5,preacher,2
5,preceded,3
5,prevail,1
5,prevent,5
5,previously,1
5,price,2
5,priests,2
5,prohibit,1
5,prohibited,1
5,promised,1
5,prompted,1
5,prompts,1
5,pronounce,1
5,prophet,1
5,prophets,2
5,prosper,1
5,protect,2
5,provide,1
5,provided,3
5,providers,1
5,provoke,1
5,provoked,1
5,punish,4
5,punishes,2
5,punishment,9
5,purify,3
5,put,3
5,quick,1
5,quran,1
5,rabbis,2
5,racing,1
5,raised,1
5,ransom,1
5,rather,2
5,raven,2
5,reapeda,1
5,reason,1
5,reassured,1
5,rebelled,1
5,rebellion,1
5,recall,3
5,received,2
5,reckoning,1
5,recognize,1
5,redeemed,1
5,reforms,1
5,refrain,1
5,regret,1
5,regrets,1
5,regularly,1
5,reject,2
5,rejects,1
5,relate,1
5,relative,1
5,reliable,1
5,religion,5
5,religiongod,1
5,remain,4
5,remember,3
5,remembrance,1
5,reminded,2
5,remit,1
5,remitted,1
5,repeats,1
5,repent,2
5,repentance,1
5,repents,1
5,required,1
5,rescue,1
5,resent,1
5,response,1
5,responsible,2
5,restrained,2
5,resurrection,3
5,retribution,2
5,return,4
5,returns,1
5,reveal,1
5,revealed,20
5,revelations,3
5,revelationsthese,1
5,revenge,1
5,reverence,1
5,revived,1
5,reward,4
5,right,4
5,righteous,7
5,righteousness,3
5,rightthey,1
5,rise,1
5,rivers,3
5,rule,4
5,ruled,1
5,sabians,1
5,sacraments,1
5,sacred,5
5,sacrificed,1
5,saibah,1
5,said,21
5,sanctity,4
5,sanctuary,1
5,sand,1
5,satan,1
5,satans,1
5,saved,1
5,saves,1
5,saviors,1
5,say,34
5,saygardens,1
5,scholars,1
5,scripture,8
5,scriputure,1
5,sea,1
5,see,4
5,seeing,1
5,seek,1
5,seeking,1
5,sell,2
5,send,2
5,sent,3
5,separate,1
5,servants,1
5,serve,1
5,severe,2
5,shall,5
5,shape,1
5,should,1
5,show,1
5,sickness,1
5,sides,1
5,sign,1
5,signsthese,1
5,sin,4
5,sinfully,1
5,single,1
5,sinners,3
5,sins,4
5,slave,1
5,so,28
5,sole,1
5,some,9
5,something,1
5,son,10
5,sons,1
5,sorcery,1
5,sorry,1
5,soul,3
5,souls,3
5,sovereignty,2
5,speaking,1
5,spears,1
5,specified,1
5,spirit,1
5,spoke,1
5,sport,1
5,spread,2
5,stay,1
5,staying,1
5,stern,1
5,story,1
5,straight,1
5,strangled,1
5,strayed,3
5,strife,1
5,strike,1
5,strive,4
5,strongest,1
5,submissive,1
5,submitted,1
5,subsequent,1
5,succeed,2
5,such,2
5,sufficient,1
5,superseding,1
5,superstitions,1
5,support,1
5,supported,1
5,sustenance,1
5,swear,2
5,swift,1
5,swine,2
5,swore,1
5,sworn,1
5,table,1
5,take,7
5,taste,1
5,taught,2
5,tears,1
5,ten,1
5,terrible,2
5,test,1
5,testimony,5
5,tests,1
5,than,5
5,thankful,1
5,that,55
5,the,250
5,their,34
5,them,89
5,themselves,3
5,themyou,1
5,then,18
5,there,3
5,thereafter,1
5,thereupon,1
5,these,3
5,they,98
5,thief,1
5,things,7
5,third,1
5,this,6
5,those,38
5,though,2
5,three,2
5,through,2
5,thus,1
5,tied,2
5,time,1
5,to,119
5,today,3
5,toilet,1
5,told,2
5,tongue,1
5,took,1
5,tooth,2
5,torah,7
5,torment,3
5,towards,4
5,train,1
5,trained,1
5,transgress,1
5,travelers,1
5,travelling,2
5,trifle,1
5,trouble,1
5,true,2
5,truly,1
5,trust,2
5,truth,7
5,truthful,2
5,truthfulness,1
5,turn,7
5,turned,3
5,twelve,1
5,twist,1
5,two,7
5,tyrannical,1
5,unable,1
5,unbelievers,1
5,understand,1
5,unintended,1
5,unseen,1
5,until,4
5,uphold,1
5,upon,10
5,upright,1
5,us,16
5,use,1
5,used,7
5,vain,1
5,victorious,1
5,victory,1
5,violate,1
5,violently,1
5,virtuous,1
5,wander,1
5,want,1
5,wants,1
5,war,1
5,warner,2
5,was,15
5,wash,1
5,wasilah,1
5,watcher,1
5,water,1
5,way,4
5,ways,1
5,we,41
5,wealth,1
5,well,1
5,went,1
5,were,10
5,what,63
5,whatever,2
5,wheel,1
5,when,22
5,whenever,2
5,where,1
5,wherein,3
5,whether,1
5,which,7
5,while,5
5,who,63
5,whoever,16
5,whole,2
5,whom,11
5,whomever,2
5,whose,2
5,why,4
5,wicked,1
5,wild,2
5,will,61
5,willed,3
5,wills,8
5,wipe,2
5,wisdom,1
5,wise,2
5,wish,1
5,with,32
5,within,1
5,witness,5
5,witnesses,3
5,witnessing,1
5,woe,1
5,woman,1
5,women,3
5,words,2
5,work,2
5,works,1
5,world,1
5,worlds,1
5,worse,2
5,worship,3
5,worshipers,1
5,would,10
5,wound,2
5,wrath,1
5,wrongdoers,2
5,wrongdoing,1
5,wrongdoinggod,1
5,wrongs,1
5,wrote,1
5,years,1
5,yet,1
5,you,209
5,youafter,1
5,youan,1
5,youfrom,1
5,your,36
5,yourself,1
5,yourselves,1
6,a,48
6,aaron,1
6,abandon,1
6,ability,1
6,able,2
6,abode,1
6,abomination,1
6,about,4
6,above,1
6,abraham,4
6,abundant,1
6,accept,1
6,accepted,1
6,according,3
6,account,1
6,accountable,3
6,accuse,1
6,actions,1
6,adherents,1
6,adheres,1
6,adversity,1
6,afflict,2
6,afflicted,1
6,affliction,1
6,after,3
6,afterwards,1
6,against,7
6,alas,1
6,alike,1
6,all,19
6,allegations,1
6,allknowing,1
6,almighty,1
6,alone,1
6,already,2
6,am,11
6,among,10
6,an,9
6,ancestors,2
6,ancients,1
6,and,236
6,angel,4
6,angels,3
6,animal,1
6,animals,4
6,another,7
6,any,8
6,anything,4
6,apart,1
6,appear,2
6,appoint,1
6,appreciative,1
6,are,49
6,argue,3
6,argued,1
6,argument,3
6,arms,1
6,around,1
6,arrive,1
6,as,16
6,ascribe,1
6,aside,1
6,ask,1
6,assembly,2
6,asserted,1
6,assigned,2
6,associate,5
6,associated,1
6,associating,1
6,assumptions,1
6,astray,3
6,at,1
6,attention,2
6,attractive,1
6,attributed,1
6,attributes,1
6,authority,1
6,averted,1
6,avoid,1
6,aware,3
6,away,14
6,azar,1
6,back,4
6,backs,2
6,backsevil,1
6,basis,1
6,be,38
6,beacon,1
6,bear,1
6,bearers,1
6,bears,1
6,became,2
6,because,6
6,become,1
6,becomes,1
6,been,6
6,before,11
6,befriend,1
6,behind,1
6,being,4
6,believe,19
6,believed,1
6,belong,1
6,belongs,4
6,beneath,1
6,benefit,3
6,besides,4
6,besieged,1
6,best,6
6,better,2
6,between,3
6,beyond,3
6,bigger,1
6,bird,1
6,blessed,1
6,blind,2
6,blood,1
6,blown,1
6,blundering,1
6,bone,1
6,book,5
6,both,1
6,breaks,1
6,bring,2
6,brings,2
6,brought,1
6,broughta,1
6,burden,1
6,burdens,2
6,but,42
6,by,16
6,calamity,1
6,calculation,1
6,call,5
6,called,1
6,calling,1
6,came,3
6,camels,1
6,can,10
6,cannot,3
6,capable,1
6,capacity,1
6,careful,1
6,carrion,1
6,carry,2
6,case,1
6,cattle,2
6,certainty,1
6,change,1
6,changing,1
6,children,4
6,chose,1
6,cities,1
6,city,1
6,civilizations,1
6,claim,2
6,claimed,1
6,claims,1
6,clarification,1
6,clarify,1
6,claws,1
6,clay,1
6,clear,4
6,clearly,1
6,climbing,1
6,close,1
6,clothing,1
6,clouds,1
6,clusters,2
6,come,18
6,comes,5
6,coming,1
6,commanded,2
6,commit,1
6,communities,2
6,community,1
6,companion,1
6,compelled,2
6,compensation,1
6,completed,1
6,comprehends,1
6,conceal,1
6,concealing,1
6,concerns,1
6,conclusive,1
6,confuse,1
6,confused,3
6,conjecture,2
6,conqueror,1
6,considered,4
6,conspire,2
6,constricted,1
6,consumer,1
6,contain,2
6,content,1
6,could,7
6,course,1
6,covenant,1
6,covers,1
6,created,9
6,creator,1
6,creed,1
6,criminals,1
6,crops,3
6,cultivated,1
6,cut,2
6,damned,1
6,darkness,6
6,datepalms,1
6,daughters,1
6,david,1
6,dawn,1
6,day,11
6,dayhe,1
6,dead,5
6,deaf,1
6,death,3
6,deceive,1
6,deceived,1
6,decided,1
6,decision,1
6,declarations,1
6,dedicated,2
6,deed,2
6,deeds,3
6,defiance,1
6,defilement,1
6,defy,1
6,degrees,1
6,deliberate,1
6,delighted,1
6,delivered,1
6,delivers,3
6,denied,1
6,deniers,1
6,denies,1
6,deny,3
6,depository,1
6,descendants,3
6,descended,1
6,describe,1
6,deserted,1
6,desires,3
6,despair,1
6,destroy,1
6,destroyed,3
6,detail,2
6,detailed,2
6,determined,1
6,detriment,1
6,deviate,1
6,devils,2
6,devilsinspiring,1
6,devoted,1
6,did,9
6,directed,1
6,disaster,1
6,disbelieve,4
6,disbelieved,1
6,disbelievers,2
6,displaying,1
6,disposition,1
6,disputes,1
6,disregarded,1
6,dissimilar,2
6,distraction,1
6,diverse,1
6,diversify,1
6,divert,2
6,divide,1
6,divided,1
6,do,53
6,does,9
6,doings,1
6,done,2
6,doubt,3
6,down,9
6,drink,1
6,drive,2
6,dry,1
6,due,2
6,dumb,1
6,dwelling,1
6,each,1
6,earn,2
6,earned,2
6,ears,1
6,earth,13
6,eartha,1
6,earthhow,1
6,eat,6
6,eats,1
6,eight,1
6,elevate,1
6,eliasevery,1
6,elijah,1
6,else,1
6,empire,1
6,encounter,3
6,endured,1
6,enemy,1
6,enemyhuman,1
6,engage,1
6,enjoined,4
6,entice,1
6,entitled,1
6,entrails,1
6,entrusted,1
6,envoys,1
6,equals,1
6,equate,1
6,equitably,1
6,equivalent,1
6,equivalentthey,1
6,erring,1
6,error,1
6,established,3
6,even,6
6,evening,1
6,every,7
6,everything,6
6,evidence,1
6,evident,1
6,evil,2
6,exalted,1
6,except,10
6,exclusively,1
6,expert,3
6,explain,4
6,explained,2
6,explaining,1
6,exploited,1
6,expose,1
6,fabricates,1
6,fabrications,1
6,fact,1
6,factions,1
6,fail,1
6,failed,1
6,fair,1
6,faith,3
6,faithful,1
6,falls,1
6,falsehood,1
6,fancy,1
6,fat,1
6,fate,1
6,father,1
6,favored,2
6,fear,6
6,fed,1
6,feeds,1
6,feet,1
6,fell,1
6,females,4
6,final,1
6,finality,1
6,find,2
6,fire,2
6,firmly,1
6,first,4
6,fixed,1
6,flesh,1
6,floods,1
6,flow,1
6,flying,1
6,follow,11
6,followers,1
6,foolishly,1
6,footsteps,1
6,for,65
6,forbade,2
6,forbid,3
6,forbidden,5
6,forefathers,1
6,forget,2
6,forgiving,3
6,fraud,1
6,friends,1
6,from,42
6,fruit,1
6,fruits,1
6,fulfill,1
6,fulfilled,1
6,full,2
6,future,1
6,game,1
6,gardens,1
6,gates,1
6,gather,2
6,gathered,5
6,gathers,1
6,gave,7
6,generations,1
6,get,1
6,gets,1
6,give,3
6,given,5
6,gives,1
6,glory,1
6,goats,1
6,god,82
6,godfabricating,1
6,gods,10
6,gone,2
6,good,4
6,goodhe,1
6,goodness,1
6,gossip,1
6,gradually,1
6,grain,2
6,grains,1
6,grasp,2
6,greater,4
6,greenery,1
6,grieve,1
6,grieves,1
6,grow,2
6,guardian,2
6,guardians,1
6,guess,1
6,guidance,8
6,guide,3
6,guided,14
6,guides,1
6,guilty,1
6,had,18
6,hands,1
6,hanging,1
6,happening,1
6,hard,1
6,hardened,1
6,hardship,1
6,harm,1
6,harvest,1
6,has,28
6,hasten,2
6,have,45
6,having,2
6,he,115
6,hearer,1
6,hearing,2
6,heart,2
6,hearts,5
6,heaven,1
6,heavens,8
6,heaviness,1
6,heed,1
6,heels,1
6,help,1
6,helper,1
6,hereafter,4
6,him,34
6,himperhaps,1
6,himself,2
6,his,24
6,home,2
6,honor,1
6,hostility,1
6,hour,2
6,how,8
6,human,1
6,humanity,1
6,humans,2
6,humble,1
6,humbled,1
6,humbly,1
6,humiliation,1
6,i,37
6,idolaters,5
6,idolatry,4
6,idolized,1
6,idols,6
6,if,37
6,ignorance,2
6,ignorant,2
6,impureor,1
6,in,61
6,incline,1
6,indecencies,1
6,indeed,4
6,individually,1
6,inequity,1
6,infinite,1
6,inform,5
6,informed,2
6,inhabitants,1
6,injustice,1
6,innocent,2
6,inscribed,1
6,insights,1
6,inspire,1
6,inspired,1
6,instructed,1
6,insult,2
6,intentions,1
6,intercessor,2
6,intercessorsthose,1
6,into,3
6,invent,1
6,invented,2
6,invents,2
6,invoke,1
6,inward,2
6,inwardly,1
6,is,118
6,isaac,1
6,ishmael,1
6,islam,1
6,it,78
6,its,11
6,jacobeach,1
6,jesus,1
6,jews,1
6,jinn,3
6,job,1
6,john,1
6,jonah,1
6,joseph,1
6,judge,1
6,judges,1
6,judgment,2
6,just,3
6,justice,2
6,keep,2
6,keys,1
6,kill,4
6,kind,1
6,kinds,1
6,know,9
6,knower,2
6,knowing,2
6,knowledge,8
6,knowneither,1
6,knows,10
6,lack,1
6,land,4
6,last,1
6,lays,1
6,lead,2
6,leading,1
6,leaf,1
6,leave,5
6,leaves,1
6,leaving,1
6,lest,6
6,let,1
6,liars,1
6,lie,1
6,lied,2
6,lies,4
6,life,6
6,light,3
6,like,6
6,likewise,3
6,link,1
6,listen,2
6,livestock,2
6,living,2
6,look,1
6,lord,49
6,lords,3
6,lordthey,1
6,losers,1
6,lost,4
6,lotwe,1
6,love,2
6,lying,1
6,made,11
6,magic,1
6,make,4
6,makes,1
6,males,3
6,maliciousyour,1
6,man,1
6,manager,1
6,mankind,2
6,many,3
6,master,1
6,masterbecause,1
6,matter,2
6,maturity,1
6,may,16
6,me,14
6,means,1
6,measure,1
6,meeting,1
6,merciful,3
6,mercy,8
6,message,1
6,messages,2
6,messengers,7
6,might,2
6,miracle,1
6,miracles,1
6,misguide,1
6,mislead,1
6,mixed,1
6,mocked,1
6,monotheist,1
6,monotheistand,1
6,moon,2
6,more,3
6,morning,1
6,moses,3
6,most,4
6,mother,1
6,much,1
6,multitudes,1
6,my,18
6,myself,2
6,myths,1
6,name,4
6,narrow,1
6,near,2
6,necessity,2
6,need,1
6,neglected,2
6,neither,1
6,never,2
6,news,3
6,night,4
6,no,17
6,noah,1
6,none,4
6,nor,10
6,not,84
6,note,2
6,nothing,12
6,o,4
6,oaths,1
6,obey,2
6,obscure,1
6,observe,1
6,of,135
6,off,1
6,offering,1
6,offers,1
6,olives,2
6,on,24
6,once,1
6,one,13
6,ones,3
6,only,17
6,open,1
6,opened,1
6,opinions,1
6,or,25
6,order,4
6,originator,2
6,orphan,1
6,other,12
6,others,7
6,our,21
6,ourselves,1
6,out,3
6,outright,1
6,outstretched,1
6,outward,2
6,over,15
6,overtakes,1
6,overtook,1
6,own,2
6,painful,1
6,pairs,1
6,palmtrees,1
6,paper,1
6,parents,1
6,parties,1
6,partners,1
6,partnersthe,1
6,pastime,1
6,path,9
6,paths,1
6,peace,2
6,penalized,1
6,people,21
6,perdition,1
6,perfect,1
6,perform,1
6,permit,1
6,perpetrate,3
6,persecution,1
6,person,1
6,piety,1
6,place,3
6,plain,1
6,planet,1
6,play,1
6,polytheist,1
6,polytheists,3
6,pomegranates,1
6,pomegranatessimilar,1
6,possess,2
6,possessed,1
6,possessor,2
6,pouring,1
6,povertywe,1
6,practiced,2
6,praise,2
6,pray,1
6,prayer,1
6,prayers,2
6,preceded,1
6,prescribed,1
6,present,1
6,prevail,1
6,prevent,1
6,previously,2
6,produce,4
6,produced,2
6,produces,1
6,profited,1
6,prohibited,4
6,promised,1
6,pronounce,1
6,pronounced,3
6,property,1
6,prophet,1
6,prophethood,1
6,protector,2
6,proud,1
6,provide,1
6,provided,2
6,public,1
6,punish,1
6,punishment,5
6,put,1
6,quick,1
6,quran,1
6,rain,1
6,raised,1
6,raises,1
6,ranks,2
6,reach,3
6,reached,2
6,reaches,2
6,real,1
6,realize,2
6,rebellion,1
6,receive,1
6,reckoners,1
6,recognize,2
6,recollect,1
6,recollection,1
6,reconsider,1
6,record,1
6,reform,1
6,reformshe,1
6,refrain,1
6,refused,1
6,regarding,1
6,reject,6
6,rejected,3
6,rejection,2
6,relating,1
6,relative,1
6,religion,4
6,remain,1
6,remains,1
6,remind,1
6,reminded,1
6,reminder,2
6,remnant,1
6,remove,2
6,repaid,3
6,repay,2
6,repents,1
6,repository,1
6,reprieved,1
6,respond,1
6,responsible,2
6,rest,1
6,restore,1
6,restricted,1
6,rests,2
6,resurrect,1
6,resurrected,1
6,resurrection,1
6,retribution,1
6,return,3
6,returned,1
6,reveal,2
6,revealed,12
6,revealedblessedverifying,1
6,revelation,1
6,revelations,17
6,revere,1
6,revert,1
6,reward,1
6,rich,1
6,ridicule,1
6,ridiculed,2
6,righteous,5
6,ripen,1
6,rising,2
6,rivers,1
6,ruin,2
6,said,10
6,sanctifiedexcept,1
6,satan,3
6,saw,3
6,say,71
6,saying,1
6,says,3
6,scalding,1
6,scheming,1
6,scripture,7
6,scrolls,1
6,sea,3
6,seal,1
6,secret,1
6,secrets,1
6,sectsyou,1
6,security,2
6,seduced,2
6,see,6
6,seed,1
6,seeing,1
6,seek,5
6,seeking,1
6,sees,1
6,seized,1
6,send,2
6,sends,2
6,sent,10
6,sequel,1
6,servants,3
6,set,7
6,sets,1
6,settled,2
6,severe,1
6,shall,4
6,shame,1
6,share,4
6,sheep,2
6,should,5
6,showed,1
6,siblingswe,1
6,side,1
6,sight,1
6,sign,5
6,signs,4
6,similar,1
6,sin,1
6,sincere,1
6,sinful,1
6,single,2
6,sinners,1
6,sins,2
6,sit,1
6,sky,2
6,so,17
6,solely,1
6,solemn,2
6,solomon,1
6,some,7
6,someone,4
6,something,1
6,son,1
6,sons,1
6,soon,1
6,soul,7
6,souls,4
6,sovereignty,1
6,spared,1
6,speak,1
6,speculation,1
6,spilled,1
6,splits,1
6,spoke,1
6,spreads,1
6,spritesalthough,1
6,stairway,1
6,stand,2
6,stars,1
6,states,1
6,stationed,1
6,still,3
6,stillborn,1
6,straight,5
6,strays,1
6,studied,1
6,submit,2
6,substitute,1
6,subtle,1
6,succeed,1
6,successors,1
6,such,4
6,suddenly,3
6,suffering,1
6,sun,2
6,supreme,1
6,surely,4
6,surrender,1
6,swear,1
6,swiftest,1
6,swinebecause,1
6,take,5
6,takes,1
6,taste,2
6,tasted,1
6,tastes,1
6,taught,1
6,teachings,1
6,tell,1
6,ten,1
6,term,3
6,terma,1
6,test,1
6,testify,7
6,testimony,1
6,than,13
6,thankful,1
6,that,44
6,the,250
6,their,69
6,them,80
6,theminnovations,1
6,themselves,6
6,then,27
6,there,11
6,these,6
6,they,112
6,thing,1
6,things,7
6,think,1
6,this,24
6,those,46
6,though,2
6,through,3
6,thus,12
6,thwart,1
6,time,2
6,times,1
6,to,144
6,today,1
6,together,2
6,too,4
6,took,1
6,topic,1
6,torment,4
6,total,2
6,touched,1
6,touches,2
6,towards,1
6,towns,1
6,toying,1
6,transgressors,1
6,transportation,1
6,travel,1
6,treasuries,1
6,tremendous,1
6,true,1
6,trumpet,1
6,truth,8
6,truthful,2
6,try,1
6,tunnel,1
6,turn,7
6,turning,1
6,turns,1
6,two,11
6,unaware,3
6,under,1
6,understand,4
6,understanding,1
6,universe,1
6,unjust,2
6,unless,5
6,unquestionably,1
6,unrighteous,1
6,unseen,1
6,until,8
6,up,6
6,upon,16
6,upright,2
6,us,12
6,used,11
6,vain,1
6,value,1
6,valued,1
6,various,1
6,vegetation,1
6,victory,1
6,vineyards,1
6,violence,1
6,vision,2
6,visions,1
6,wait,1
6,waiting,2
6,walks,1
6,warn,3
6,warners,1
6,warning,1
6,was,15
6,waste,1
6,wasteful,1
6,watch,1
6,water,2
6,way,3
6,ways,1
6,we,82
6,weight,1
6,well,1
6,were,16
6,wet,1
6,what,52
6,whatever,2
6,when,34
6,where,2
6,wherein,1
6,whether,1
6,which,13
6,while,1
6,whims,1
6,who,71
6,whoever,6
6,whom,8
6,whomever,8
6,whose,1
6,why,3
6,wicked,4
6,wild,1
6,will,59
6,willed,6
6,wills,9
6,wings,1
6,wisdom,1
6,wise,5
6,with,51
6,without,3
6,witness,1
6,witnesses,1
6,wives,1
6,wombs,3
6,word,1
6,words,3
6,work,1
6,world,3
6,worldly,1
6,worlds,2
6,worship,2
6,worshiping,1
6,worst,1
6,would,27
6,wrath,1
6,wrong,6
6,wrongdoers,4
6,wrongdoing,2
6,wrongdoingthose,1
6,wronged,1
6,yes,1
6,yet,7
6,yields,1
6,you,173
6,your,47
6,yours,1
6,zechariah,1
7,a,65
7,aad,2
7,aaron,2
7,abandon,1
7,abandoned,1
7,abated,1
7,abiding,1
7,about,8
7,above,2
7,absence,2
7,absent,1
7,absolute,1
7,abundantly,1
7,accept,1
7,according,2
7,account,1
7,acquired,1
7,across,1
7,act,2
7,adam,7
7,adhere,1
7,admit,1
7,adopt,3
7,adopted,2
7,advance,1
7,advantage,1
7,adversity,2
7,advice,1
7,advise,1
7,advised,2
7,adviser,1
7,advisor,1
7,afflicted,2
7,after,10
7,afterwards,1
7,again,1
7,against,5
7,aggression,1
7,aggressors,1
7,ahead,1
7,alif,1
7,all,13
7,allhe,1
7,allow,2
7,allows,1
7,alone,3
7,along,1
7,am,12
7,among,18
7,an,9
7,ancestors,4
7,and,295
7,angels,2
7,anger,1
7,angry,1
7,annihilate,1
7,announce,1
7,announced,1
7,another,1
7,answer,2
7,anxiety,1
7,any,6
7,anything,3
7,anywhere,1
7,apes,1
7,apparent,1
7,appointed,3
7,appointment,2
7,appreciative,1
7,approach,1
7,are,64
7,arguing,1
7,ark,1
7,around,1
7,arrogance,1
7,arrogant,5
7,arrogantly,1
7,as,16
7,ascribed,1
7,ask,3
7,asked,1
7,assails,1
7,associate,2
7,assume,1
7,astray,1
7,astraythese,1
7,at,6
7,attain,1
7,attention,2
7,attribute,1
7,attributing,1
7,authority,1
7,avail,1
7,avoid,1
7,away,5
7,awe,1
7,awful,1
7,back,1
7,bad,2
7,barren,1
7,based,1
7,be,32
7,beautiful,1
7,became,4
7,because,9
7,become,4
7,been,1
7,befallen,1
7,befell,1
7,before,10
7,began,1
7,beguiled,1
7,behave,3
7,behaved,1
7,behind,2
7,beings,1
7,believe,19
7,believed,5
7,believers,5
7,believes,1
7,believeyour,1
7,belong,1
7,belongs,3
7,beneath,1
7,benefit,1
7,benefits,1
7,beside,1
7,besides,4
7,best,5
7,better,3
7,between,3
7,bewitch,1
7,beyond,1
7,blaspheme,1
7,blessed,2
7,blessings,2
7,blind,1
7,bloodall,1
7,blundering,1
7,bodies,3
7,body,1
7,book,1
7,bow,2
7,bowed,2
7,bowing,1
7,brethren,1
7,bring,6
7,broke,1
7,brother,6
7,brothers,1
7,brought,2
7,built,1
7,burden,1
7,burdens,1
7,but,39
7,by,16
7,calf,2
7,call,12
7,called,2
7,caller,1
7,came,13
7,camel,1
7,can,5
7,cannot,4
7,capacitythese,1
7,care,1
7,carries,1
7,carve,1
7,cattle,1
7,cause,1
7,causes,1
7,cautious,1
7,charity,1
7,chase,1
7,cheat,1
7,chiefs,1
7,child,2
7,children,8
7,chose,2
7,chosen,1
7,cities,1
7,city,1
7,clan,1
7,clarification,1
7,clear,3
7,clearly,1
7,close,1
7,clothing,2
7,clouds,2
7,clung,1
7,come,22
7,comes,1
7,comfort,1
7,coming,1
7,command,5
7,commanded,2
7,commandments,1
7,commands,2
7,commit,3
7,committed,1
7,common,1
7,communities,2
7,community,1
7,communitythey,1
7,completed,1
7,conceives,1
7,concerned,1
7,condemnation,1
7,consequences,2
7,consider,1
7,conspiracy,1
7,contains,1
7,contents,1
7,control,1
7,convey,1
7,corrupt,3
7,corrupters,1
7,corruptingly,1
7,couch,1
7,could,5
7,counsel,1
7,count,1
7,covenant,2
7,covenants,1
7,cover,1
7,covered,1
7,covering,1
7,create,1
7,created,8
7,creation,1
7,crops,1
7,crowd,1
7,crowds,1
7,crucify,1
7,cry,1
7,curse,2
7,cut,2
7,day,10
7,days,1
7,dead,1
7,deadperhaps,1
7,death,1
7,deceit,1
7,deceived,1
7,decency,1
7,decide,1
7,deciders,1
7,decisive,1
7,decree,1
7,dedicate,1
7,deeds,2
7,defeated,1
7,defied,1
7,delay,1
7,delights,1
7,deliver,1
7,delivered,4
7,denied,1
7,denies,1
7,denounced,1
7,deny,4
7,descendants,2
7,deserved,1
7,desires,1
7,despicable,1
7,despised,1
7,destined,1
7,destroy,3
7,destroyed,3
7,detached,1
7,detail,1
7,detailed,1
7,deters,1
7,devils,2
7,devoted,2
7,did,18
7,die,1
7,differently,1
7,dignitaries,1
7,directed,1
7,directs,1
7,disappointed,1
7,disbelieved,2
7,disbelievers,2
7,disbelieving,1
7,disobeyed,1
7,disregard,1
7,disregarded,1
7,distort,2
7,divided,1
7,do,51
7,doers,1
7,does,5
7,dog,1
7,doing,2
7,done,2
7,dont,1
7,doors,1
7,double,2
7,down,15
7,dragging,1
7,drawn,1
7,dress,1
7,drink,2
7,drinkingplace,1
7,drive,1
7,drove,1
7,drowned,2
7,dust,1
7,dwellers,1
7,dwellings,1
7,each,2
7,earn,1
7,ears,2
7,earth,13
7,eastern,1
7,eat,4
7,either,1
7,elaborate,1
7,elevated,1
7,elevations,2
7,elite,4
7,embraces,1
7,encompasses,1
7,encourage,1
7,end,1
7,endurance,1
7,enemies,2
7,enemy,2
7,enlightenments,1
7,enter,3
7,entered,1
7,enters,1
7,envoys,1
7,erred,1
7,error,4
7,established,2
7,establishment,1
7,eternally,1
7,even,2
7,evening,1
7,ever,1
7,every,7
7,everyone,1
7,evict,2
7,evidence,1
7,evident,1
7,evil,4
7,evildoers,1
7,exalted,1
7,except,8
7,excessive,3
7,exclusively,1
7,excuse,1
7,exhort,1
7,expel,2
7,experience,1
7,explain,1
7,explanation,1
7,explicit,1
7,extends,1
7,eye,1
7,eyes,4
7,fabricating,1
7,fact,2
7,failed,1
7,fair,1
7,faith,1
7,faithless,1
7,faking,1
7,fall,2
7,falsehood,1
7,falsehoods,1
7,falsifiers,1
7,family,1
7,fast,2
7,fate,1
7,favored,1
7,favorites,1
7,fear,4
7,fearfully,1
7,features,2
7,feel,4
7,feet,2
7,fell,2
7,few,1
7,fill,1
7,find,4
7,finery,1
7,fire,8
7,firm,1
7,firmly,1
7,first,3
7,fish,2
7,flood,1
7,flow,1
7,follow,9
7,followed,1
7,follows,1
7,foolishness,2
7,fools,1
7,for,73
7,forbade,1
7,forbid,1
7,forbidden,3
7,forever,1
7,forgive,4
7,forgiven,1
7,forgivers,1
7,forgives,1
7,forgiving,2
7,forsake,2
7,fortunes,1
7,forty,1
7,found,4
7,friend,1
7,friends,1
7,frogs,1
7,from,58
7,fruits,1
7,fulfill,1
7,fulfilled,1
7,fulfillment,2
7,full,1
7,further,1
7,future,2
7,garden,9
7,garments,1
7,gate,1
7,gathered,1
7,generations,1
7,get,3
7,give,5
7,given,8
7,gives,2
7,gloat,1
7,glory,1
7,go,2
7,god,60
7,gods,10
7,gone,1
7,good,9
7,goodness,1
7,gospel,1
7,government,1
7,gradually,1
7,graze,1
7,greater,1
