chap_num,verse_num,token_num,token_str,term_str,chunk_100_id,chunk_80_id,chunk_60_id
3,13,19,"God,",god,8,7,5
3,13,20,and,and,8,7,5
3,13,21,the,the,8,7,5
3,13,22,other,other,8,7,5
3,13,23,was,was,9,7,5
3,13,24,disbelieving.,disbelieving,9,7,5
3,13,25,They,they,9,7,5
3,13,26,saw,saw,9,7,5
3,13,27,them,them,9,7,5
3,13,28,with,with,9,7,5
3,13,29,their,their,9,7,5
3,13,30,own,own,9,7,5
3,13,31,eyes,eyes,9,7,5
3,13,32,twice,twice,9,7,5
3,13,33,their,their,9,7,5
3,13,34,number.,number,9,7,5
3,13,35,But,but,9,7,5
3,13,36,God,god,9,7,5
3,13,37,supports,supports,9,7,5
3,13,38,with,with,9,7,5
3,13,39,His,his,9,7,5
3,13,40,help,help,9,7,5
3,13,41,whomever,whomever,9,7,5
3,13,42,He,he,9,7,5
3,13,43,wills.,wills,9,7,5
3,13,44,In,in,9,7,5
3,13,45,that,that,9,7,5
3,13,46,is,is,9,7,5
3,13,47,a,a,9,7,5
3,13,48,lesson,lesson,9,7,5
3,13,49,for,for,9,7,5
3,13,50,those,those,9,7,5
3,13,51,with,with,9,7,5
3,13,52,insight.,insight,9,7,5
3,14,0,Adorned,adorned,9,7,5
3,14,1,for,for,9,7,5
3,14,2,the,the,9,7,5
3,14,3,people,people,9,7,5
3,14,4,is,is,9,7,5
3,14,5,the,the,9,7,5
3,14,6,love,love,9,7,5
3,14,7,of,of,9,7,5
3,14,8,"desires,",desires,9,7,5
3,14,9,such,such,9,7,5
3,14,10,as,as,9,7,5
3,14,11,"women,",women,9,7,5
3,14,12,and,and,9,7,5
3,14,13,"children,",children,9,7,5
3,14,14,and,and,9,7,5
3,14,15,piles,piles,9,7,5
3,14,16,upon,upon,9,7,5
3,14,17,piles,piles,9,7,5
3,14,18,of,of,9,7,5
3,14,19,gold,gold,9,7,5
3,14,20,and,and,9,7,5
3,14,21,"silver,",silver,9,7,5
3,14,22,and,and,9,7,5
3,14,23,branded,branded,9,7,5
3,14,24,"horses,",horses,9,7,5
3,14,25,and,and,9,7,5
3,14,26,"livestock,",livestock,9,7,5
3,14,27,and,and,9,7,5
3,14,28,fields.,fields,9,7,5
3,14,29,These,these,9,7,5
3,14,30,are,are,9,7,5
3,14,31,the,the,9,7,5
3,14,32,conveniences,conveniences,9,7,5
3,14,33,of,of,9,7,5
3,14,34,the,the,9,7,5
3,14,35,worldly,worldly,9,7,5
3,14,36,"life,",life,9,7,5
3,14,37,but,but,9,7,5
3,14,38,with,with,9,7,5
3,14,39,God,god,9,7,5
3,14,40,lies,lies,9,7,5
3,14,41,the,the,9,7,5
3,14,42,finest,finest,9,7,5
3,14,43,resort.,resort,9,7,5
3,15,0,"Say,",say,9,7,5
3,15,1,“Shall,shall,9,7,5
3,15,2,I,i,9,7,5
3,15,3,inform,inform,9,7,5
3,15,4,you,you,9,7,5
3,15,5,of,of,9,7,5
3,15,6,something,something,9,7,5
3,15,7,better,better,9,7,5
3,15,8,than,than,9,7,5
3,15,9,that?,that,9,7,5
3,15,10,For,for,9,7,5
3,15,11,those,those,9,7,5
3,15,12,who,who,9,7,5
3,15,13,are,are,9,7,5
3,15,14,"righteous,",righteous,9,7,5
3,15,15,with,with,9,7,5
3,15,16,their,their,9,7,5
3,15,17,Lord,lord,9,7,5
3,15,18,are,are,9,7,5
3,15,19,Gardens,gardens,9,7,5
3,15,20,beneath,beneath,9,7,5
3,15,21,which,which,9,7,5
3,15,22,rivers,rivers,9,7,5
3,15,23,"flow,",flow,9,7,5
3,15,24,where,where,9,7,5
3,15,25,they,they,9,7,5
3,15,26,will,will,9,7,5
3,15,27,remain,remain,9,7,5
3,15,28,"forever,",forever,9,7,5
3,15,29,and,and,9,7,5
3,15,30,purified,purified,9,7,5
3,15,31,"spouses,",spouses,9,7,5
3,15,32,and,and,9,7,5
3,15,33,acceptance,acceptance,9,7,5
3,15,34,from,from,9,7,5
3,15,35,God.”,god,9,7,5
3,15,36,God,god,9,7,5
3,15,37,is,is,9,7,5
3,15,38,Observant,observant,9,7,5
3,15,39,of,of,9,7,5
3,15,40,the,the,9,7,5
3,15,41,servants.,servants,9,7,5
3,16,0,Those,those,9,7,5
3,16,1,who,who,9,7,5
3,16,2,"say,",say,9,7,5
3,16,3,“Our,our,9,7,5
3,16,4,"Lord,",lord,9,7,5
3,16,5,we,we,9,7,5
3,16,6,have,have,9,7,5
3,16,7,"believed,",believed,9,7,5
3,16,8,so,so,9,7,5
3,16,9,forgive,forgive,9,7,5
3,16,10,us,us,9,7,5
3,16,11,our,our,9,7,5
3,16,12,"sins,",sins,9,7,5
3,16,13,and,and,9,7,5
3,16,14,save,save,9,7,5
3,16,15,us,us,9,7,5
3,16,16,from,from,9,7,5
3,16,17,the,the,9,7,5
3,16,18,suffering,suffering,9,7,5
3,16,19,of,of,9,7,5
3,16,20,the,the,9,7,5
3,16,21,Fire.”,fire,9,7,5
3,17,0,The,the,9,7,5
3,17,1,"patient,",patient,9,7,5
3,17,2,and,and,9,7,5
3,17,3,the,the,9,7,5
3,17,4,"truthful,",truthful,9,7,5
3,17,5,and,and,9,7,5
3,17,6,the,the,9,7,5
3,17,7,"reverent,",reverent,9,7,5
3,17,8,and,and,9,7,5
3,17,9,the,the,9,7,5
3,17,10,"charitable,",charitable,9,7,5
3,17,11,and,and,9,7,5
3,17,12,the,the,9,7,5
3,17,13,seekers,seekers,9,7,5
3,17,14,of,of,9,7,5
3,17,15,forgiveness,forgiveness,9,7,5
3,17,16,at,at,9,7,5
3,17,17,dawn.,dawn,9,7,5
3,18,0,God,god,9,7,5
3,18,1,bears,bears,9,7,5
3,18,2,witness,witness,9,7,5
3,18,3,that,that,9,7,5
3,18,4,there,there,9,7,5
3,18,5,is,is,9,7,5
3,18,6,no,no,9,7,5
3,18,7,god,god,9,7,5
3,18,8,but,but,9,7,5
3,18,9,"He,",he,9,7,5
3,18,10,as,as,9,7,5
3,18,11,do,do,9,7,5
3,18,12,the,the,9,7,5
3,18,13,"angels,",angels,9,7,5
3,18,14,and,and,9,7,5
3,18,15,those,those,9,7,5
3,18,16,endowed,endowed,9,7,5
3,18,17,with,with,9,7,5
3,18,18,knowledge—upholding,knowledgeupholding,9,7,5
3,18,19,justice.,justice,9,7,5
3,18,20,There,there,9,7,5
3,18,21,is,is,9,7,5
3,18,22,no,no,9,7,5
3,18,23,god,god,9,7,5
3,18,24,but,but,9,7,5
3,18,25,"He,",he,9,7,5
3,18,26,the,the,9,7,5
3,18,27,"Mighty,",mighty,9,7,5
3,18,28,the,the,9,7,5
3,18,29,Wise.,wise,9,7,5
3,19,0,Religion,religion,9,7,5
3,19,1,with,with,9,7,5
3,19,2,God,god,9,7,5
3,19,3,is,is,9,7,5
3,19,4,Islam.,islam,9,7,5
3,19,5,Those,those,9,7,5
3,19,6,to,to,9,7,5
3,19,7,whom,whom,9,7,5
3,19,8,the,the,9,7,5
3,19,9,Scripture,scripture,9,7,5
3,19,10,was,was,9,7,5
3,19,11,given,given,9,7,5
3,19,12,differed,differed,9,7,5
3,19,13,only,only,9,7,5
3,19,14,after,after,9,7,5
3,19,15,knowledge,knowledge,9,7,5
3,19,16,came,came,9,7,5
3,19,17,to,to,9,7,5
3,19,18,"them,",them,9,7,5
3,19,19,out,out,9,7,5
3,19,20,of,of,9,7,5
3,19,21,envy,envy,9,7,5
3,19,22,among,among,9,7,5
3,19,23,themselves.,themselves,9,7,5
3,19,24,Whoever,whoever,9,7,5
3,19,25,rejects,rejects,9,7,5
3,19,26,the,the,9,7,5
3,19,27,signs,signs,9,7,5
3,19,28,of,of,9,7,5
3,19,29,God—God,godgod,9,7,5
3,19,30,is,is,9,7,5
3,19,31,quick,quick,9,7,5
3,19,32,to,to,9,7,5
3,19,33,take,take,9,7,5
3,19,34,account.,account,9,7,5
3,20,0,If,if,9,7,5
3,20,1,they,they,9,7,5
3,20,2,argue,argue,9,7,5
3,20,3,with,with,9,7,5
3,20,4,"you,",you,9,7,5
3,20,5,"say,",say,9,7,5
3,20,6,“I,i,9,7,5
3,20,7,have,have,9,7,5
3,20,8,surrendered,surrendered,9,7,5
3,20,9,myself,myself,9,7,5
3,20,10,to,to,9,7,5
3,20,11,"God,",god,9,7,5
3,20,12,and,and,9,7,5
3,20,13,those,those,9,7,5
3,20,14,who,who,9,7,5
3,20,15,follow,follow,9,7,5
3,20,16,me.”,me,9,7,5
3,20,17,And,and,9,7,5
3,20,18,say,say,9,7,5
3,20,19,to,to,9,7,5
3,20,20,those,those,9,7,5
3,20,21,who,who,9,7,5
3,20,22,were,were,9,7,5
3,20,23,given,given,9,7,5
3,20,24,the,the,9,7,5
3,20,25,"Scripture,",scripture,9,7,5
3,20,26,and,and,9,7,5
3,20,27,to,to,9,7,5
3,20,28,the,the,9,7,5
3,20,29,"unlearned,",unlearned,9,7,5
3,20,30,“Have,have,9,7,5
3,20,31,you,you,9,7,5
3,20,32,surrendered?”,surrendered,9,7,5
3,20,33,If,if,9,7,5
3,20,34,they,they,9,7,5
3,20,35,have,have,9,7,5
3,20,36,"surrendered,",surrendered,9,7,5
3,20,37,then,then,9,7,5
3,20,38,they,they,9,7,5
3,20,39,are,are,9,7,5
3,20,40,guided;,guided,9,7,5
3,20,41,but,but,9,7,5
3,20,42,if,if,9,7,5
3,20,43,they,they,9,7,5
3,20,44,turn,turn,9,7,5
3,20,45,"away,",away,9,7,5
3,20,46,then,then,9,7,5
3,20,47,your,your,9,7,5
3,20,48,duty,duty,9,7,5
3,20,49,is,is,9,7,5
3,20,50,to,to,9,7,5
3,20,51,convey.,convey,9,7,5
3,20,52,God,god,9,7,5
3,20,53,is,is,9,7,5
3,20,54,Seeing,seeing,9,7,5
3,20,55,of,of,9,7,5
3,20,56,the,the,9,7,5
3,20,57,servants.,servants,9,7,5
3,21,0,As,as,9,7,5
3,21,1,for,for,9,7,5
3,21,2,those,those,9,7,5
3,21,3,who,who,9,7,5
3,21,4,defy,defy,9,7,5
3,21,5,God’s,gods,9,7,5
3,21,6,"revelations,",revelations,9,7,5
3,21,7,and,and,9,7,5
3,21,8,kill,kill,9,7,5
3,21,9,the,the,9,7,5
3,21,10,prophets,prophets,9,7,5
3,21,11,"unjustly,",unjustly,9,7,5
3,21,12,and,and,9,7,5
3,21,13,kill,kill,9,7,5
3,21,14,those,those,9,7,5
3,21,15,who,who,9,7,5
3,21,16,advocate,advocate,9,7,5
3,21,17,justice,justice,9,7,5
3,21,18,among,among,9,7,5
3,21,19,the,the,9,7,5
3,21,20,people—promise,peoplepromise,9,7,5
3,21,21,them,them,9,7,5
3,21,22,a,a,9,7,5
3,21,23,painful,painful,9,7,5
3,21,24,retribution.,retribution,9,7,5
3,22,0,They,they,9,7,5
3,22,1,are,are,9,7,5
3,22,2,those,those,9,7,5
3,22,3,whose,whose,9,7,5
3,22,4,deeds,deeds,9,7,5
3,22,5,will,will,9,7,5
3,22,6,come,come,9,7,5
3,22,7,to,to,9,7,5
3,22,8,"nothing,",nothing,9,7,5
3,22,9,in,in,9,7,5
3,22,10,this,this,9,7,5
3,22,11,world,world,9,7,5
3,22,12,and,and,9,7,5
3,22,13,in,in,9,7,5
3,22,14,the,the,9,7,5
3,22,15,Hereafter;,hereafter,9,7,5
3,22,16,and,and,9,7,5
3,22,17,they,they,9,7,5
3,22,18,will,will,9,7,5
3,22,19,have,have,9,7,5
3,22,20,no,no,9,7,5
3,22,21,saviors.,saviors,9,7,5
3,23,0,Have,have,9,7,5
3,23,1,you,you,9,7,5
3,23,2,not,not,9,7,5
3,23,3,considered,considered,9,7,5
3,23,4,those,those,9,7,5
3,23,5,who,who,9,7,5
3,23,6,were,were,9,7,5
3,23,7,given,given,9,7,5
3,23,8,a,a,9,7,5
3,23,9,share,share,9,7,5
3,23,10,of,of,9,7,5
3,23,11,the,the,9,7,5
3,23,12,"Scripture,",scripture,9,7,5
3,23,13,as,as,9,7,5
3,23,14,they,they,9,7,5
3,23,15,were,were,9,7,5
3,23,16,called,called,9,7,5
3,23,17,to,to,9,7,5
3,23,18,the,the,9,7,5
3,23,19,Scripture,scripture,9,7,5
3,23,20,of,of,9,7,5
3,23,21,God,god,9,7,5
3,23,22,to,to,9,7,5
3,23,23,arbitrate,arbitrate,9,7,5
3,23,24,between,between,9,7,5
3,23,25,them;,them,9,7,5
3,23,26,then,then,9,7,5
3,23,27,some,some,9,7,5
3,23,28,of,of,9,7,5
3,23,29,them,them,9,7,5
3,23,30,turned,turned,9,7,5
3,23,31,"back,",back,9,7,5
3,23,32,and,and,9,7,5
3,23,33,declined?,declined,9,7,5
3,24,0,That,that,9,7,5
3,24,1,is,is,9,7,5
3,24,2,because,because,9,7,5
3,24,3,they,they,9,7,5
3,24,4,"said,",said,9,7,5
3,24,5,“The,the,9,7,5
3,24,6,Fire,fire,9,7,5
3,24,7,will,will,9,7,5
3,24,8,not,not,9,7,5
3,24,9,touch,touch,9,7,5
3,24,10,us,us,9,7,5
3,24,11,except,except,9,7,5
3,24,12,for,for,9,7,5
3,24,13,a,a,9,7,5
3,24,14,limited,limited,9,7,5
3,24,15,number,number,9,7,5
3,24,16,of,of,9,7,5
3,24,17,days.”,days,9,7,5
3,24,18,They,they,9,7,5
3,24,19,have,have,9,7,5
3,24,20,been,been,9,7,5
3,24,21,misled,misled,9,7,5
3,24,22,in,in,9,7,5
3,24,23,their,their,9,7,5
3,24,24,religion,religion,9,7,5
3,24,25,by,by,9,7,5
3,24,26,the,the,9,7,5
3,24,27,lies,lies,9,7,5
3,24,28,they,they,9,7,5
3,24,29,fabricated.,fabricated,9,7,5
3,25,0,How,how,9,7,5
3,25,1,about,about,9,7,5
3,25,2,when,when,9,7,5
3,25,3,We,we,9,7,5
3,25,4,gather,gather,9,7,5
3,25,5,them,them,9,7,5
3,25,6,for,for,9,7,5
3,25,7,a,a,9,7,5
3,25,8,Day,day,9,7,5
3,25,9,in,in,9,7,5
3,25,10,which,which,9,7,5
3,25,11,there,there,9,7,5
3,25,12,is,is,9,7,5
3,25,13,no,no,9,7,5
3,25,14,"doubt,",doubt,9,7,5
3,25,15,and,and,9,7,5
3,25,16,each,each,9,7,5
3,25,17,soul,soul,9,7,5
3,25,18,will,will,9,7,5
3,25,19,be,be,9,7,5
3,25,20,paid,paid,9,7,5
3,25,21,in,in,9,7,5
3,25,22,full,full,9,7,5
3,25,23,for,for,9,7,5
3,25,24,what,what,9,7,5
3,25,25,it,it,9,7,5
3,25,26,has,has,9,7,5
3,25,27,"earned,",earned,9,7,5
3,25,28,and,and,9,7,5
3,25,29,they,they,9,7,5
3,25,30,will,will,9,7,5
3,25,31,not,not,9,7,5
3,25,32,be,be,9,7,5
3,25,33,wronged?,wronged,9,7,5
3,26,0,"Say,",say,9,7,5
3,26,1,“O,o,9,7,5
3,26,2,"God,",god,9,7,5
3,26,3,Owner,owner,9,7,5
3,26,4,of,of,9,7,5
3,26,5,Sovereignty.,sovereignty,9,7,5
3,26,6,You,you,9,7,5
3,26,7,grant,grant,9,7,5
3,26,8,sovereignty,sovereignty,9,7,5
3,26,9,to,to,9,7,5
3,26,10,whom,whom,9,7,5
3,26,11,You,you,9,7,5
3,26,12,"will,",will,9,7,5
3,26,13,and,and,9,7,5
3,26,14,You,you,9,7,5
3,26,15,strip,strip,9,7,5
3,26,16,sovereignty,sovereignty,9,7,5
3,26,17,from,from,9,7,5
3,26,18,whom,whom,9,7,5
3,26,19,you,you,9,7,5
3,26,20,will.,will,9,7,5
3,26,21,You,you,9,7,5
3,26,22,honor,honor,9,7,5
3,26,23,whom,whom,9,7,5
3,26,24,you,you,9,7,5
3,26,25,"will,",will,9,7,5
3,26,26,and,and,9,7,5
3,26,27,You,you,9,7,5
3,26,28,humiliate,humiliate,9,7,5
3,26,29,whom,whom,9,7,5
3,26,30,you,you,9,7,5
3,26,31,will.,will,9,7,5
3,26,32,In,in,9,7,5
3,26,33,Your,your,9,7,5
3,26,34,hand,hand,9,7,5
3,26,35,is,is,9,7,5
3,26,36,all,all,9,7,5
3,26,37,goodness.,goodness,9,7,5
3,26,38,You,you,9,7,6
3,26,39,are,are,9,7,6
3,26,40,Capable,capable,9,7,6
3,26,41,of,of,9,7,6
3,26,42,all,all,9,7,6
3,26,43,things.”,things,9,7,6
3,27,0,“You,you,9,7,6
3,27,1,merge,merge,9,7,6
3,27,2,the,the,9,7,6
3,27,3,night,night,9,7,6
3,27,4,into,into,9,7,6
3,27,5,the,the,9,7,6
3,27,6,"day,",day,9,7,6
3,27,7,and,and,9,7,6
3,27,8,You,you,9,7,6
3,27,9,merge,merge,9,7,6
3,27,10,the,the,9,7,6
3,27,11,day,day,9,7,6
3,27,12,into,into,9,7,6
3,27,13,the,the,9,7,6
3,27,14,night;,night,9,7,6
3,27,15,and,and,9,7,6
3,27,16,you,you,9,7,6
3,27,17,bring,bring,9,7,6
3,27,18,the,the,9,7,6
3,27,19,living,living,9,7,6
3,27,20,out,out,9,7,6
3,27,21,of,of,9,7,6
3,27,22,the,the,9,7,6
3,27,23,"dead,",dead,9,7,6
3,27,24,and,and,9,7,6
3,27,25,You,you,9,7,6
3,27,26,bring,bring,9,7,6
3,27,27,the,the,9,7,6
3,27,28,dead,dead,9,7,6
3,27,29,out,out,9,7,6
3,27,30,of,of,9,7,6
3,27,31,the,the,9,7,6
3,27,32,living;,living,9,7,6
3,27,33,and,and,9,7,6
3,27,34,You,you,9,7,6
3,27,35,provide,provide,9,7,6
3,27,36,for,for,9,7,6
3,27,37,whom,whom,9,7,6
3,27,38,you,you,9,7,6
3,27,39,will,will,9,7,6
3,27,40,without,without,9,7,6
3,27,41,measure.”,measure,9,7,6
3,28,0,Believers,believers,9,7,6
3,28,1,are,are,9,7,6
3,28,2,not,not,9,7,6
3,28,3,to,to,9,7,6
3,28,4,take,take,9,7,6
3,28,5,disbelievers,disbelievers,9,7,6
3,28,6,for,for,9,7,6
3,28,7,friends,friends,9,7,6
3,28,8,instead,instead,9,7,6
3,28,9,of,of,9,7,6
3,28,10,believers.,believers,9,7,6
3,28,11,Whoever,whoever,9,7,6
3,28,12,does,does,9,7,6
3,28,13,that,that,9,7,6
3,28,14,has,has,9,7,6
3,28,15,nothing,nothing,9,7,6
3,28,16,to,to,9,7,6
3,28,17,do,do,9,7,6
3,28,18,with,with,9,7,6
3,28,19,"God,",god,9,7,6
3,28,20,unless,unless,9,7,6
3,28,21,it,it,9,7,6
3,28,22,is,is,9,7,6
3,28,23,to,to,9,7,6
3,28,24,protect,protect,9,7,6
3,28,25,your,your,9,7,6
3,28,26,own,own,9,7,6
3,28,27,selves,selves,9,7,6
3,28,28,against,against,9,7,6
3,28,29,them.,them,9,7,6
3,28,30,God,god,9,7,6
3,28,31,warns,warns,9,7,6
3,28,32,you,you,9,7,6
3,28,33,to,to,9,7,6
3,28,34,beware,beware,9,7,6
3,28,35,of,of,9,7,6
3,28,36,Him.,him,9,7,6
3,28,37,To,to,9,7,6
3,28,38,God,god,9,7,6
3,28,39,is,is,9,7,6
3,28,40,the,the,9,7,6
3,28,41,destiny.,destiny,9,7,6
3,29,0,"Say,",say,9,7,6
3,29,1,“Whether,whether,9,7,6
3,29,2,you,you,9,7,6
3,29,3,conceal,conceal,9,7,6
3,29,4,what,what,9,7,6
3,29,5,is,is,9,7,6
3,29,6,in,in,9,7,6
3,29,7,your,your,9,7,6
3,29,8,"hearts,",hearts,9,7,6
3,29,9,or,or,9,7,6
3,29,10,disclose,disclose,9,7,6
3,29,11,"it,",it,9,7,6
3,29,12,God,god,9,7,6
3,29,13,knows,knows,9,7,6
3,29,14,it.”,it,9,7,6
3,29,15,He,he,9,7,6
3,29,16,knows,knows,9,7,6
3,29,17,everything,everything,9,7,6
3,29,18,in,in,9,7,6
3,29,19,the,the,9,7,6
3,29,20,heavens,heavens,9,7,6
3,29,21,and,and,9,7,6
3,29,22,the,the,9,7,6
3,29,23,earth.,earth,9,7,6
3,29,24,God,god,9,7,6
3,29,25,is,is,9,7,6
3,29,26,Powerful,powerful,9,7,6
3,29,27,over,over,9,7,6
3,29,28,everything.,everything,9,7,6
3,30,0,On,on,9,7,6
3,30,1,the,the,9,7,6
3,30,2,Day,day,9,7,6
3,30,3,when,when,9,7,6
3,30,4,every,every,9,7,6
3,30,5,soul,soul,9,7,6
3,30,6,finds,finds,9,7,6
3,30,7,all,all,9,7,6
3,30,8,the,the,9,7,6
3,30,9,good,good,9,7,6
3,30,10,it,it,9,7,6
3,30,11,has,has,9,7,6
3,30,12,done,done,9,7,6
3,30,13,presented.,presented,9,7,6
3,30,14,And,and,9,7,6
3,30,15,as,as,9,7,6
3,30,16,for,for,9,7,6
3,30,17,the,the,9,7,6
3,30,18,evil,evil,9,7,6
3,30,19,it,it,9,7,6
3,30,20,has,has,9,7,6
3,30,21,"done,",done,9,7,6
3,30,22,it,it,9,7,6
3,30,23,will,will,9,7,6
3,30,24,wish,wish,9,7,6
3,30,25,there,there,9,7,6
3,30,26,were,were,9,7,6
3,30,27,a,a,9,7,6
3,30,28,great,great,9,7,6
3,30,29,distance,distance,9,7,6
3,30,30,between,between,9,7,6
3,30,31,them.,them,9,7,6
3,30,32,God,god,9,7,6
3,30,33,cautions,cautions,9,7,6
3,30,34,you,you,9,7,6
3,30,35,of,of,9,7,6
3,30,36,Himself.,himself,9,7,6
3,30,37,God,god,9,7,6
3,30,38,is,is,9,7,6
3,30,39,Kind,kind,9,7,6
3,30,40,towards,towards,9,7,6
3,30,41,the,the,9,7,6
3,30,42,servants.,servants,9,7,6
3,31,0,"Say,",say,9,7,6
3,31,1,“If,if,9,7,6
3,31,2,you,you,9,7,6
3,31,3,love,love,9,7,6
3,31,4,"God,",god,9,7,6
3,31,5,then,then,9,7,6
3,31,6,follow,follow,9,7,6
3,31,7,"me,",me,9,7,6
3,31,8,and,and,9,7,6
3,31,9,God,god,9,7,6
3,31,10,will,will,9,7,6
3,31,11,love,love,9,7,6
3,31,12,"you,",you,9,7,6
3,31,13,and,and,9,7,6
3,31,14,will,will,9,7,6
3,31,15,forgive,forgive,9,7,6
3,31,16,you,you,9,7,6
3,31,17,your,your,9,7,6
3,31,18,sins.”,sins,9,7,6
3,31,19,God,god,9,7,6
3,31,20,is,is,9,7,6
3,31,21,Forgiving,forgiving,9,7,6
3,31,22,and,and,9,7,6
3,31,23,Merciful.,merciful,9,7,6
3,32,0,"Say,",say,9,7,6
3,32,1,“Obey,obey,9,7,6
3,32,2,God,god,9,7,6
3,32,3,and,and,9,7,6
3,32,4,the,the,9,7,6
3,32,5,Messenger.”,messenger,9,7,6
3,32,6,But,but,9,7,6
3,32,7,if,if,9,7,6
3,32,8,they,they,9,7,6
3,32,9,turn,turn,9,7,6
3,32,10,away—God,awaygod,9,7,6
3,32,11,does,does,9,7,6
3,32,12,not,not,9,7,6
3,32,13,love,love,9,7,6
3,32,14,the,the,9,7,6
3,32,15,faithless.,faithless,9,7,6
3,33,0,God,god,9,7,6
3,33,1,chose,chose,9,7,6
3,33,2,"Adam,",adam,9,7,6
3,33,3,and,and,9,7,6
3,33,4,"Noah,",noah,9,7,6
3,33,5,and,and,9,7,6
3,33,6,the,the,9,7,6
3,33,7,family,family,9,7,6
3,33,8,of,of,9,7,6
3,33,9,"Abraham,",abraham,9,7,6
3,33,10,and,and,9,7,6
3,33,11,the,the,9,7,6
3,33,12,family,family,9,7,6
3,33,13,of,of,9,7,6
3,33,14,"Imran,",imran,9,7,6
3,33,15,over,over,9,7,6
3,33,16,all,all,9,7,6
3,33,17,mankind.,mankind,9,7,6
3,34,0,Offspring,offspring,9,7,6
3,34,1,one,one,9,7,6
3,34,2,of,of,9,7,6
3,34,3,the,the,9,7,6
3,34,4,other.,other,9,7,6
3,34,5,God,god,9,7,6
3,34,6,is,is,9,7,6
3,34,7,Hearer,hearer,9,7,6
3,34,8,and,and,9,7,6
3,34,9,Knower.,knower,9,7,6
3,35,0,The,the,9,7,6
3,35,1,wife,wife,9,7,6
3,35,2,of,of,9,7,6
3,35,3,Imran,imran,9,7,6
3,35,4,"said,",said,9,7,6
3,35,5,“My,my,9,7,6
3,35,6,"Lord,",lord,9,7,6
3,35,7,I,i,9,7,6
3,35,8,have,have,9,7,6
3,35,9,vowed,vowed,9,7,6
3,35,10,to,to,9,7,6
3,35,11,You,you,9,7,6
3,35,12,what,what,9,7,6
3,35,13,is,is,9,7,6
3,35,14,in,in,9,7,6
3,35,15,my,my,9,7,6
3,35,16,"womb,",womb,9,7,6
3,35,17,"dedicated,",dedicated,9,7,6
3,35,18,so,so,9,7,6
3,35,19,accept,accept,9,7,6
3,35,20,from,from,9,7,6
3,35,21,me;,me,9,7,6
3,35,22,You,you,9,7,6
3,35,23,are,are,9,7,6
3,35,24,the,the,9,7,6
3,35,25,Hearer,hearer,9,7,6
3,35,26,and,and,9,7,6
3,35,27,Knower.”,knower,9,7,6
3,36,0,And,and,9,7,6
3,36,1,when,when,9,7,6
3,36,2,she,she,9,7,6
3,36,3,delivered,delivered,9,7,6
3,36,4,"her,",her,9,7,6
3,36,5,she,she,9,7,6
3,36,6,"said,",said,9,7,6
3,36,7,“My,my,9,7,6
3,36,8,"Lord,",lord,9,7,6
3,36,9,I,i,9,7,6
3,36,10,have,have,9,7,6
3,36,11,delivered,delivered,9,7,6
3,36,12,a,a,9,7,6
3,36,13,"female,”",female,9,7,6
3,36,14,and,and,9,7,6
3,36,15,God,god,9,7,6
3,36,16,was,was,9,7,6
3,36,17,well,well,9,7,6
3,36,18,aware,aware,9,7,6
3,36,19,of,of,9,7,6
3,36,20,what,what,9,7,6
3,36,21,she,she,9,7,6
3,36,22,has,has,9,7,6
3,36,23,"delivered,",delivered,9,7,6
3,36,24,“and,and,9,7,6
3,36,25,the,the,9,7,6
3,36,26,male,male,9,7,6
3,36,27,is,is,9,7,6
3,36,28,not,not,9,7,6
3,36,29,like,like,9,7,6
3,36,30,the,the,9,7,6
3,36,31,"female,",female,9,7,6
3,36,32,and,and,9,7,6
3,36,33,I,i,9,7,6
3,36,34,have,have,9,7,6
3,36,35,named,named,9,7,6
3,36,36,her,her,9,7,6
3,36,37,"Mary,",mary,9,7,6
3,36,38,and,and,9,7,6
3,36,39,have,have,9,7,6
3,36,40,commended,commended,9,7,6
3,36,41,her,her,9,7,6
3,36,42,and,and,9,7,6
3,36,43,her,her,9,7,6
3,36,44,descendants,descendants,9,7,6
3,36,45,to,to,9,7,6
3,36,46,Your,your,9,7,6
3,36,47,"protection,",protection,9,7,6
3,36,48,from,from,9,7,6
3,36,49,Satan,satan,9,7,6
3,36,50,the,the,9,7,6
3,36,51,outcast.”,outcast,9,7,6
3,37,0,Her,her,9,7,6
3,37,1,Lord,lord,9,7,6
3,37,2,accepted,accepted,9,7,6
3,37,3,her,her,9,7,6
3,37,4,with,with,9,7,6
3,37,5,a,a,9,7,6
3,37,6,gracious,gracious,9,7,6
3,37,7,"reception,",reception,9,7,6
3,37,8,and,and,9,7,6
3,37,9,brought,brought,9,7,6
3,37,10,her,her,9,7,6
3,37,11,a,a,9,7,6
3,37,12,beautiful,beautiful,9,7,6
3,37,13,"upbringing,",upbringing,9,7,6
3,37,14,and,and,9,7,6
3,37,15,entrusted,entrusted,9,7,6
3,37,16,her,her,9,7,6
3,37,17,to,to,9,7,6
3,37,18,the,the,9,7,6
3,37,19,care,care,9,7,6
3,37,20,of,of,9,7,6
3,37,21,Zechariah.,zechariah,9,7,6
3,37,22,Whenever,whenever,9,7,6
3,37,23,Zechariah,zechariah,9,7,6
3,37,24,entered,entered,9,7,6
3,37,25,upon,upon,9,7,6
3,37,26,her,her,9,7,6
3,37,27,in,in,9,7,6
3,37,28,the,the,9,7,6
3,37,29,"sanctuary,",sanctuary,9,7,6
