term_str,n,gloss
eons,1,
equal,24,
equally,2,
equals,3,
equate,3,
equates,1,
equating,3,
equipment,1,
equitable,6,
equitably,8,
equitablya,1,
equity,1,
equivalent,6,
equivalentthey,1,
era,1,
erased,1,
err,4,
errant,1,
erred,2,
erring,1,
error,35,
errs,1,
erum,1,
erupted,1,
escape,17,
escaped,1,
escapes,2,
escort,3,
establish,4,
established,18,
establishment,1,
esteemed,2,
estrange,2,
eternal,3,
eternalized,1,
eternally,4,
eternity,5,
evacuated,1,
evade,3,
even,102,
evening,20,
event,5,
events,7,
ever,29,
everforgiving,1,
everlasting,2,
evermerciful,1,
every,130,
everybody,1,
everyone,24,
everything,150,
evict,5,
evicted,5,
evidence,15,
evident,12,
evidentin,1,
evil,91,
evildoers,15,
evils,9,
evilthe,1,
eviltheir,1,
evolved,1,
ewe,2,
ewes,2,
exactly,2,
exaggerate,2,
exalt,1,
exalted,20,
example,24,
examples,6,
exampleswe,1,
exceed,1,
exceeding,1,
excellences,1,
excellent,21,
except,257,
excesses,4,
excessive,6,
excessively,1,
exchange,14,
exchanged,2,
exchanges,1,
exchangethat,1,
excited,1,
exciting,1,
exclusion,2,
exclusively,7,
excuse,6,
excused,2,
excuses,10,
excusing,1,
execute,2,
executes,1,
exemplary,4,
exemplifies,1,
exempt,1,
exemption,5,
exhaust,1,
exhausted,2,
exhort,3,
exhorted,3,
exile,2,
exist,1,
existed,1,
existence,3,
existing,1,
exists,1,
exit,1,
expanding,1,
expands,3,
expect,13,
expectations,1,
expected,2,
expecting,2,
expedite,1,
expedited,1,
expel,9,
expelled,7,
expelling,1,
expenditure,1,
experience,3,
experienced,5,
experiencing,1,
expert,9,
expire,1,
explain,11,
explained,4,
explaining,1,
explains,5,
explanation,5,
explanations,1,
explicit,1,
exploded,1,
exploited,1,
explored,1,
expose,5,
exposed,7,
exposition,1,
express,1,
expression,1,
expulsion,1,
exquisite,1,
extend,7,
extended,2,
extending,1,
extends,5,
extent,2,
extinguish,2,
extinguishes,1,
extra,1,
extract,5,
extravagant,5,
extravagantly,1,
extremely,1,
extremities,1,
extremity,1,
exult,2,
exultant,1,
exulting,1,
eye,7,
eyes,39,
eyesight,3,
ezekiel,2,
ezra,1,
fabricate,8,
fabricated,5,
fabricates,4,
fabricating,1,
fabrication,2,
fabrications,1,
face,18,
faced,1,
faces,36,
facesthose,1,
facing,4,
fact,66,
faction,6,
factions,9,
facts,1,
fail,10,
failed,8,
failing,1,
fails,3,
fainting,2,
fair,8,
fairly,7,
fairlyto,1,
fairness,4,
faith,63,
faithbut,1,
faithful,16,
faithgiver,1,
faithless,15,
faithlessness,1,
faithso,1,
faithwe,1,
fake,2,
fakers,1,
faking,1,
falcons,1,
fall,22,
fallen,5,
falling,2,
falls,14,
false,3,
falsehood,18,
falsehoods,5,
falsely,1,
falsified,1,
falsifiers,5,
falter,2,
faltered,2,
familiar,1,
families,9,
family,49,
familyexcept,1,
fancies,1,
fancy,2,
far,19,
farfetched,3,
farm,1,
farmers,1,
faroff,1,
farthest,2,
fast,14,
fasting,6,
fastingpreviously,1,
fat,3,
fate,15,
father,45,
fathered,1,
fatherhe,1,
fathers,10,
fatigue,5,
fatigued,1,
fatted,1,
fault,3,
faults,1,
favor,21,
favorable,1,
favored,18,
favorites,1,
favors,7,
fear,173,
feared,13,
fearful,6,
fearfully,1,
fearing,5,
fears,15,
fearsome,1,
feasible,2,
feast,1,
features,3,
fed,2,
fee,1,
feeble,1,
feed,10,
feeding,8,
feeds,2,
feel,9,
feeling,2,
feelings,1,
feet,15,
fell,13,
fellow,3,
felt,1,
female,21,
females,12,
fertilizing,1,
festival,2,
fettered,1,
feud,3,
feuding,2,
few,21,
fewer,2,
fie,1,
field,2,
fields,2,
fierce,6,
fiery,1,
fifth,3,
fifty,2,
fig,1,
fight,43,
fighting,11,
fightingone,1,
fights,2,
figure,1,
fill,6,
filled,8,
filling,1,
final,5,
finality,3,
find,75,
finding,2,
finds,5,
fine,7,
finery,3,
finest,2,
fingers,3,
fingertip,1,
fingertips,1,
finish,1,
finished,1,
finite,1,
fire,147,
firebrand,1,
fireon,1,
fireup,1,
firewhere,1,
firewherein,1,
firewood,2,
firm,7,
firmer,1,
firmly,9,
firmness,1,
first,42,
fish,6,
fit,1,
fitting,3,
five,3,
fixed,2,
flagrant,1,
flags,1,
flames,1,
flaming,2,
flares,1,
flash,1,
flaunt,1,
flavor,1,
flawed,1,
fled,6,
flee,10,
fleeing,2,
fleeting,4,
flesh,11,
flight,3,
flimsy,1,
flipped,1,
floating,1,
floats,1,
flood,2,
floodgates,1,
floods,1,
flourished,2,
flow,40,
flowa,1,
flowand,1,
flowers,1,
flowing,5,
flowwith,1,
fluent,1,
fluid,5,
flung,1,
fly,2,
flying,2,
focal,1,
foe,1,
fog,1,
fold,1,
folded,1,
folding,2,
follow,106,
followed,38,
followedthese,1,
followers,4,
following,9,
follows,21,
food,19,
foodas,1,
fool,1,
fooled,1,
foolishly,1,
foolishness,2,
fools,5,
foot,3,
foothere,1,
foothold,4,
footing,1,
footsteps,9,
footstepshe,1,
for,1724,
forbade,6,
forbearing,4,
forbid,18,
forbidden,23,
forbids,3,
force,5,
forcefully,1,
forces,5,
forcibly,2,
forefathers,9,
forego,3,
foregoes,1,
forehead,1,
foreheads,1,
foreign,2,
foreigners,1,
forelock,3,
forelocks,1,
foremost,1,
forerunners,2,
foresee,2,
forever,63,
forevera,1,
foreverhospitality,1,
foreverit,1,
forewarned,3,
forgave,2,
forged,2,
forges,1,
forget,15,
forgetful,1,
forgets,3,
forgetting,1,
forgive,51,
forgivegod,1,
forgiven,5,
forgiveness,69,
forgiver,16,
forgivers,1,
forgives,11,
forgivesthat,1,
forgiving,76,
forgo,1,
forgoes,1,
forgot,10,
forgotten,6,
formation,2,
formations,1,
formed,3,
former,5,
formerly,2,
forms,1,
forrejecting,1,
forsake,6,
forsaken,2,
fortified,2,
fortify,1,
fortresses,2,
fortunate,2,
fortune,2,
fortunes,2,
forty,4,
forward,17,
forwarded,5,
foster,1,
fostermothers,1,
fought,12,
found,41,
foundation,1,
foundations,3,
founded,1,
founds,2,
fountains,2,
four,13,
fourth,2,
fractured,1,
fragile,1,
fragmenthe,1,
fragments,2,
fragrant,1,
frail,1,
frame,1,
fraud,1,
fraudulently,1,
free,11,
freed,1,
freeing,4,
freely,2,
freezing,1,
frequent,1,
frequented,1,
frequently,3,
fresh,5,
fretful,1,
friend,22,
friends,9,
friendship,2,
friendsthese,1,
frighten,2,
frightening,1,
frivolity,1,
frogs,1,
from,1123,
front,5,
frost,1,
frosty,1,
froth,3,
frowned,2,
frowning,1,
fruit,13,
fruits,25,
fruitswhoever,1,
fuel,6,
fueled,1,
fulfill,15,
fulfilled,18,
fulfilling,5,
fulfillment,3,
fulfills,2,
full,42,
fullest,1,
fully,20,
fur,1,
furious,1,
furnace,2,
furnishing,1,
furnishings,8,
further,8,
fury,2,
fusion,1,
future,13,
gabriel,2,
gabrielit,1,
gain,8,
gained,3,
gains,5,
galaxies,1,
gambled,1,
gambling,3,
game,5,
gang,4,
garden,37,
gardens,77,
garlanded,2,
garlic,1,
garment,2,
garments,11,
gate,8,
gates,7,
gateway,1,
gateways,1,
gather,17,
gathered,22,
gathering,1,
gatherings,2,
gatheringthat,1,
gathers,7,
gave,85,
gaze,2,
generation,4,
generations,22,
generosity,3,
generous,14,
generously,2,
genetic,1,
gentiles,1,
gentle,5,
gently,3,
germinated,1,
gestures,1,
get,22,
gets,8,
gift,6,
gifts,3,
gigantic,1,
girl,1,
girls,2,
give,189,
given,172,
giver,3,
givers,1,
gives,40,
giving,7,
glamorize,1,
glamorized,1,
glance,4,
glances,2,
glass,3,
glide,1,
glimpsed,2,
glitter,3,
glitterwe,1,
gloat,1,
gloom,3,
gloomy,2,
glorified,12,
glorifiers,1,
glorifies,2,
glorify,19,
glorifying,3,
glorious,5,
glory,29,
gnat,1,
go,60,
goats,1,
goblet,1,
god,2497,
godas,1,
godfabricating,1,
godgod,5,
godhe,6,
godit,5,
godly,1,
godmost,1,
godon,1,
gods,277,
godsince,1,
godthe,2,
godtheirs,1,
godthere,2,
godthose,1,
godto,1,
godwhoever,1,
goes,8,
gog,2,
going,11,
gold,10,
goliath,3,
gone,19,
good,250,
goodgod,1,
goodhe,1,
goodness,27,
goods,4,
goodwill,1,
gored,1,
gorgeous,1,
gospel,12,
gossip,3,
got,1,
gourd,1,
governing,1,
government,1,
governor,1,
governors,2,
governs,1,
grace,46,
graceful,1,
gracious,30,
graciously,1,
gradual,1,
gradually,6,
grain,4,
grains,7,
grand,3,
grandchildren,1,
grandeur,1,
grant,17,
granted,16,
grants,4,
grapes,2,
grapevines,1,
grasp,4,
grasped,3,
grasps,1,
grateful,5,
gratitude,4,
grave,3,
graves,5,
graveside,1,
graveyards,1,
gray,2,
grayhaired,1,
graze,2,
grazing,1,
great,62,
greater,27,
greatest,7,
greatly,2,
greatness,2,
greed,1,
greedit,1,
green,8,
greenery,1,
greet,3,
greeted,4,
greeting,8,
greetings,1,
grew,5,
grief,6,
grievance,1,
grieve,27,
grieved,1,
grieves,1,
grievous,5,
grim,1,
grimace,1,
grip,4,
gripped,2,
groan,3,
gross,2,
ground,10,
group,25,
groups,6,
groupsthat,1,
grow,8,
grower,1,
grown,2,
grows,8,
grudgingly,1,
guarantee,2,
guarantor,1,
guard,11,
guarded,5,
guardian,18,
guardians,4,
guardianshipborn,1,
guarding,1,
guards,4,
guess,2,
guessing,3,
guest,1,
guests,5,
guidance,85,
guidancethey,1,
guide,77,
guided,95,
guidedis,2,
guides,37,
guiding,4,
guile,1,
guilt,1,
guilty,26,
gush,4,
gushed,2,
gushing,2,
guzzle,1,
ha,9,
habit,1,
habitable,1,
habitat,4,
habitations,1,
habitats,1,
had,256,
hail,2,
hair,4,
hajj,6,
hajjthere,1,
half,4,
hallucinating,1,
hamaan,5,
hamaanmoses,1,
hami,1,
hampered,1,
hamstrung,3,
hand,31,
handed,2,
handful,1,
handit,1,
handiwork,1,
handle,2,
hands,56,
handthese,1,
hanging,1,
happen,7,
happened,2,
happening,1,
happens,4,
happily,2,
happiness,3,
happy,6,
harass,1,
harassed,1,
harbor,1,
harbored,3,
hard,4,
harden,1,
hardened,5,
harder,2,
hardhearted,1,
hardly,3,
hardship,17,
harm,48,
harmed,3,
harmful,1,
harms,3,
harsh,4,
harsher,1,
harut,1,
harvest,11,
harvested,1,
has,580,
haste,1,
hasten,13,
hastened,1,
hastily,2,
hasty,3,
hatched,1,
hate,2,
hated,3,
hateful,2,
hates,1,
hatred,7,
hauled,1,
haunt,1,
have,1197,
havealthough,1,
having,28,
hay,1,
he,2178,
head,6,
headache,1,
headed,1,
heading,2,
headlong,1,
heads,9,
heal,2,
healed,1,
healer,1,
healing,4,
heals,1,
health,1,
heand,1,
heap,3,
heaps,1,
hear,58,
heard,20,
hearer,16,
hearing,40,
hearkens,2,
hears,2,
hearsay,1,
heart,32,
hearts,142,
heartsbrothers,1,
heat,4,
heated,1,
heaven,40,
heavens,192,
heavily,2,
heaviness,4,
heavy,10,
heavyit,1,
heavythose,1,
heed,17,
heedless,11,
heedlessly,1,
heels,7,
heifer,4,
heifers,1,
height,3,
heinous,1,
heir,2,
heirs,1,
held,9,
hell,83,
hella,2,
hellan,1,
hellfire,2,
hellthe,1,
hellthey,1,
hellwhat,3,
help,47,
helped,11,
helper,12,
helpers,7,
helping,1,
helpless,3,
helps,1,
hem,1,
her,79,
herald,3,
heralds,3,
herbs,2,
herd,2,
herded,3,
here,18,
hereafter,95,
hereafterand,1,
hereafterlet,1,
hereaftertheir,1,
hereafterthose,1,
hereafterwe,2,
herself,3,
hesitant,1,
hesitate,1,
hesitation,2,
hid,2,
hidden,11,
hiddenso,1,
hide,11,
hideout,1,
hides,2,
hiding,2,
high,14,
higher,2,
highest,6,
hill,2,
hills,1,
hillside,1,
him,1037,
hima,1,
himand,1,
himbecause,1,
himgod,1,
himhe,1,
himif,1,
himperhaps,1,
himself,60,
himthat,1,
himthese,2,
himthey,1,
himthis,1,
hinder,8,
hindered,1,
hinderers,1,
hire,1,
hiring,1,
his,886,
hissing,1,
history,5,
hives,1,
hoard,4,
hoarded,2,
hoardings,2,
hold,21,
holds,7,
hole,1,
holed,1,
hollow,2,
holy,9,
home,30,
homeland,2,
homeless,1,
homes,52,
homesconspiring,1,
homestead,1,
honest,7,
honesty,1,
honey,1,
honor,10,
honorable,8,
honorably,3,
honorall,1,
honored,7,
honors,1,
hoopoe,1,
hope,18,
hopes,2,
hoping,3,
horizon,2,
horizons,1,
horn,1,
horrendous,1,
horrified,1,
horror,1,
horrors,1,
horse,1,
horses,3,
hospitality,6,
hostage,2,
hostile,8,
hostilities,1,
hostility,8,
hosts,2,
hotter,1,
hour,48,
hours,1,
house,26,
household,5,
houses,6,
hovered,1,
hovering,2,
how,149,
however,2,
hud,7,
hueand,1,
huge,1,
human,54,
humanity,25,
humans,18,
humansand,1,
humble,10,
humbled,2,
humbly,5,
humiliate,2,
humiliated,4,
humiliating,6,
humiliation,8,
humility,5,
humilitywe,1,
hunayn,1,
hundred,10,
hunger,7,
hungry,1,
hunt,1,
hurl,1,
hurled,2,
hurricane,1,
hurried,1,
hurries,1,
hurry,2,
hurrying,1,
hurt,4,
hurtful,1,
husband,5,
husbands,5,
hushed,1,
hypocrisy,3,
hypocrite,4,
hypocrites,25,
hypocritical,2,
hypocritically,1,
i,650,
idea,1,
ideal,1,
ideas,1,
identified,1,
identifying,1,
idol,2,
idolater,3,
idolaters,16,
idolatress,2,
idolatresses,1,
idolatry,8,
idolize,2,
idolized,2,
idols,16,
idolworshiper,1,
if,684,
igniting,1,
ignorance,10,
ignorancesaying,1,
ignorant,16,
ignore,6,
ignored,2,
ii,2,
ill,8,
illfeelings,1,
illicit,2,
illicitly,4,
ills,1,
illuminate,1,
illuminated,1,
illuminates,1,
illuminating,3,
illumination,4,
illusion,1,
illusions,1,
illustrates,3,
imagine,1,
imagined,1,
immaculate,2,
immature,2,
immediate,1,
immediately,2,
immense,7,
imminence,1,
imminent,6,
immoral,9,
immoralitiesboth,1,
immorality,4,
immortal,3,
immortality,2,
immortalized,1,
immortals,1,
immunity,2,
imp,1,
impact,1,
impassable,1,
impatient,3,
implore,1,
implores,1,
importance,2,
important,1,
impose,1,
imposed,1,
imposter,1,
imposters,1,
impostor,1,
impostors,1,
impoverishes,1,
impress,3,
impressed,3,
impresses,2,
impressing,1,
imprison,2,
imprisoned,1,
imprisonment,1,
improper,1,
improve,2,
improvement,1,
improvise,1,
impulse,1,
impureor,1,
impurity,1,
imran,3,
in,1920,
inactive,3,
inasmuch,2,
inattentive,1,
incapable,2,
incite,2,
incitement,1,
inclinations,2,
incline,6,
inclined,2,
include,3,
including,2,
increase,20,
increased,10,
increases,7,
increasingly,1,
incumbent,3,
incur,2,
incurred,6,
incurs,1,
indecencies,5,
indecenciesexcept,1,
indecency,4,
indecent,1,
indeed,73,
independent,6,
indicated,1,
indifferent,1,
individual,2,
individually,2,
induce,1,
indulge,3,
indulged,4,
inequity,1,
inevitable,5,
inexhaustible,1,
infallible,1,
infant,5,
infantry,1,
infants,2,
inferior,2,
inferno,6,
infidelity,2,
infinite,2,
inflict,4,
inflicted,3,
influence,2,
inform,40,
information,3,
informed,21,
informing,3,
informs,2,
ingrate,2,
ingratitude,6,
inhabit,3,
inhabitants,25,
inhabited,1,
inherit,17,
inheritance,5,
inherited,2,
inheritors,5,
inherits,1,
iniquities,1,
iniquitiesthese,1,
initiate,1,
initiated,3,
initiates,2,
initiator,2,
injury,2,
injustice,14,
injustices,2,
ink,1,
inmates,24,
inner,2,
innocence,1,
innocent,11,
innovators,1,
inquire,3,
inquiring,4,
insane,2,
inscribe,2,
inscribed,6,
inscription,1,
inside,8,
insides,1,
insight,5,
insights,2,
insignificant,2,
insist,2,
insisted,1,
insistently,1,
inspected,1,
inspiration,6,
inspire,1,
inspired,34,
inspires,2,
inspiring,1,
installed,1,
instance,1,
instead,23,
instill,1,
instilled,2,
instinct,1,
institute,1,
instruct,1,
instructed,5,
instructions,1,
instructive,1,
instructs,2,
insult,6,
insulted,1,
insulting,1,
insults,3,
integrity,6,
intellect,2,
intelligence,3,
intelligent,1,
intend,10,
intended,3,
intending,1,
intends,11,
intense,5,
intensify,1,
intent,2,
intentionally,1,
intentions,5,
intercede,3,
intercedes,2,
intercession,11,
intercessor,5,
intercessors,6,
intercessorsthose,1,
intercourse,3,
interest,1,
interests,1,
interfere,1,
interfered,1,
interjects,1,
intermingle,1,
intermix,1,
interpret,1,
interpretation,9,
interpretationwe,1,
intimate,3,
intimidated,1,
into,191,
intobut,1,
intoxicants,3,
intoxicating,1,
intoxication,1,
intrusive,1,
invaded,1,
invalid,1,
invent,10,
invented,10,
inventedwe,1,
inventing,1,
invents,5,
invested,1,
investigate,3,
invincible,1,
invisible,8,
invisibly,1,
invite,6,
invited,5,
invites,3,
inviting,2,
invoke,14,
invoked,1,
invokes,4,
involves,1,
inward,3,
inwardly,4,
iron,5,
irresistible,3,
irreversible,1,
irrigate,1,
irrigated,1,
irritates,1,
is,2770,
isaac,17,
ishmael,12,
islam,6,
israel,43,
issue,3,
issued,2,
issues,1,
issuing,2,
it,1667,
ita,1,
itafter,1,
itand,4,
itas,1,
itboiling,1,
itdisregarded,1,
itit,1,
its,193,
itself,2,
ittalked,1,
itthat,1,
itthereupon,1,
itthese,2,
itwho,1,
jacob,14,
jacobeach,1,
jacobendowed,1,
jealous,1,
jeered,1,
jest,1,
jesus,25,
jew,2,
jewelry,1,
jewish,2,
jews,16,
jewslisteners,1,
jinn,27,
job,4,
john,5,
join,5,
joined,6,
joke,5,
jokes,1,
joking,1,
jonah,5,
joseph,26,
josephs,1,
journey,9,
journeyed,5,
journeys,2,
joy,2,
joyful,1,
joyfully,2,
judaism,1,
judge,36,
judged,3,
judges,6,
judgment,30,
judi,1,
judicious,1,
jugular,1,
jumble,1,
jumbles,1,
junction,2,
just,29,
justice,29,
justiceand,1,
justifiably,1,
justification,2,
justified,5,
justly,2,
kaabah,2,
kaf,1,
keen,1,
keep,26,
keepers,4,
keeping,1,
keeps,2,
kept,10,
keys,3,
kill,40,
killed,34,
killedi,1,
killedto,1,
killing,10,
kills,4,
kin,4,
kind,27,
kindle,3,
kindled,2,
kindly,5,
kindness,5,
kinds,14,
kindsthe,1,
king,9,
kingdom,15,
kings,4,
kingship,4,
kinship,2,
kneel,11,
kneeling,1,
knees,5,
knew,33,
knife,1,
knot,1,
know,265,
knower,35,
knowing,40,
knowingly,4,
knowledge,108,
knowledgeable,11,
knowledgeguidance,1,
knowledgei,1,
knowledgeupholding,1,
known,10,
knowneither,1,
knows,126,
laboring,2,
laborpains,1,
lack,3,
lacks,3,
laden,3,
ladies,1,
lag,2,
laggards,1,
lagged,4,
lags,1,
lahab,1,
laid,1,
lam,13,
lame,2,
lament,1,
lamp,5,
lamps,1,
land,101,
landed,1,
landing,1,
landlords,1,
landmark,1,
landmarks,2,
lands,2,
landswas,1,
language,6,
languages,1,
lanterns,1,
laps,1,
lapsesyour,1,
large,4,
larger,2,
lashes,3,
last,38,
lasted,2,
lasting,13,
late,1,
latecomers,2,
later,3,
latitude,1,
latter,1,
laudable,1,
laugh,5,
laughed,2,
laughing,2,
laughter,1,
launch,1,
launched,3,
law,6,
lawful,15,
laws,3,
lay,2,
layers,4,
lays,4,
lazily,2,
lead,27,
leader,3,
leaders,5,
leading,1,
leads,9,
leaf,1,
lean,3,
learn,4,
learned,5,
learns,1,
learnt,1,
least,10,
leave,89,
leaves,24,
leaving,3,
lecture,2,
led,10,
left,34,
leftwhat,2,
leg,2,
legal,3,
legends,4,
legions,1,
legislation,1,
legitimate,1,
legs,2,
lend,4,
length,4,
lengthen,2,
lengthy,2,
lentils,1,
leprous,2,
less,5,
lessen,1,
lesser,2,
lesson,17,
lessons,3,
lest,39,
let,124,
lets,1,
letter,2,
level,1,
leveled,5,
lewdness,4,
liable,2,
liar,17,
liars,20,
liberty,1,
lice,1,
lie,20,
lied,5,
lies,51,
life,123,
lifeand,1,
lifeless,2,
lifeline,1,
lifethat,1,
lifethese,1,
lifethey,1,
lifetime,1,
lifeto,1,
lifewe,1,
lift,4,
lifted,7,
lifts,1,
light,49,
lighten,1,
lightened,5,
lightening,2,
lightit,1,
lightly,2,
lightning,4,
lights,1,
lightthose,1,
lightwith,1,
like,146,
likely,6,
likeness,8,
likenesses,1,
likes,6,
liketwo,1,
likewise,13,
limited,1,
limitless,1,
limits,12,
limitsgive,1,
line,2,
lined,1,
lingered,2,
lingering,2,
link,1,
links,1,
lion,1,
lip,1,
lips,1,
liquid,3,
listen,31,
listened,3,
listener,3,
listeners,3,
listening,2,
listens,2,
literature,1,
litigate,1,
little,31,
live,9,
lived,2,
livelihood,15,
livelihoodbut,1,
livelihoods,1,
lives,10,
livestock,16,
livestockhe,1,
living,23,
load,3,
loads,9,
loan,6,
loaned,1,
loathing,2,
location,2,
locations,1,
locks,1,
locusts,2,
lodged,2,
lodging,2,
lofty,4,
long,20,
longer,2,
look,27,
looked,6,
looking,9,
lookout,2,
looks,3,
loose,3,
lord,907,
lordfor,1,
lordhe,2,
lords,61,
lordso,2,
lordthe,2,
lordthese,1,
lordthey,3,
lordto,1,
lorduntil,1,
lordwe,1,
lose,6,
loser,1,
losers,37,
loses,2,
losing,2,
loss,12,
lost,23,
lot,26,
lots,2,
lotus,2,
lotwe,2,
loud,1,
loudly,2,
love,54,
lovely,4,
lovers,1,
loves,18,
loving,3,
low,3,
lowed,2,
lower,8,
lowered,1,
lowest,4,
lowliest,2,
lowly,3,
loyal,2,
lulled,1,
luminous,1,
lump,3,
lumps,1,
lunch,1,
luqman,2,
lure,2,
lured,5,
lurk,1,
luscious,1,
lush,1,
lust,2,
lusted,1,
lusts,1,
luxuriant,1,
luxuries,2,
luxurious,3,
luxury,4,
lying,15,
maces,1,
mad,2,
made,218,
madman,3,
madness,4,
magic,18,
magician,6,
magicians,9,
magnificent,5,
magnify,1,
magog,2,
maid,1,
maidens,1,
maids,2,
maintain,7,
maintained,2,
maintainers,1,
maintaining,1,
maintains,2,
majestic,6,
majesty,5,
major,2,
make,133,
maker,5,
makes,25,
making,16,
male,16,
malek,1,
males,6,
malice,3,
malicious,1,
maliciousyour,1,
maltreatment,1,
man,75,
manageable,1,
managed,1,
manager,2,
manages,1,
managing,1,
manat,1,
mandate,1,
maneuvering,1,
mangled,1,
manifest,7,
manifested,1,
manifold,1,
mankind,37,
mankinds,1,
manna,3,
manner,9,
manpower,1,
mans,2,
mansion,1,
mansions,6,
manufacture,1,
many,68,
march,2,
marched,3,
marches,1,
mark,1,
marked,2,
marketplaces,2,
marks,3,
marriage,8,
married,5,
marry,16,
marrying,2,
martyred,1,
martyrs,2,
marut,1,
marvel,2,
marveled,3,
marvelous,1,
marvels,33,
marwa,1,
mary,32,
marys,1,
marythe,1,
mass,3,
masses,3,
master,18,
masterbecause,1,
mastered,1,
masters,3,
match,1,
matched,1,
mate,4,
material,1,
materials,4,
maternal,5,
mates,5,
mating,1,
matter,36,
matters,7,
mattresses,1,
mature,1,
maturity,8,
may,287,
maybe,1,
me,415,
meadows,2,
meager,1,
meal,1,
means,34,
meansgod,1,
meanswith,1,
meanwhile,1,
measure,25,
measured,3,
measures,1,
meat,4,
mecca,1,
median,10,
medina,2,
meem,17,
meet,17,
meeting,13,
meetingplace,1,
melting,1,
members,1,
memorize,2,
men,62,
menopause,1,
menstruated,1,
menstruation,2,
mentally,1,
mention,19,
mentioned,8,
mentioning,2,
mentions,2,
merchandise,2,
merciful,144,
mercifulnone,1,
mercilessly,1,
mercy,138,
mercyfor,1,
mercyhow,1,
mere,2,
merely,3,
merge,2,
merged,2,
merges,8,
merrily,1,
message,34,
messages,13,
messenger,226,
messengerfor,1,
messengergod,1,
messengerhe,1,
messengers,127,
messengersso,1,
messengersthese,1,
messengerthese,1,
messengerthose,1,
messengerwe,1,
messiah,9,
met,4,
metaphor,3,
method,1,
meyou,1,
michaelgod,1,
midday,1,
middle,3,
midmorning,1,
midst,12,
might,24,
mighty,32,
migrants,1,
migrated,1,
milk,2,
mind,1,
mindful,6,
minds,7,
mine,8,
minor,1,
minus,1,
miracle,12,
miracles,8,
miraculous,1,
mirage,2,
mischief,4,
mischiefmakers,4,
misconduct,1,
misdeeds,6,
miserable,33,
misery,10,
misfortune,4,
misfortunes,1,
misguidance,3,
misguide,4,
misguided,7,
misguides,4,
mislead,6,
misleader,1,
misleaders,1,
misleads,2,
misled,13,
miss,1,
missed,1,
missiles,1,
missing,2,
mission,1,
missneither,1,
mistake,2,
mistaken,2,
mistreat,2,
mistreated,2,
mistreats,1,
mistresses,1,
mix,1,
mixed,2,
mixture,3,
mobilization,1,
mobilize,9,
mobilized,4,
mocked,1,
mockers,1,
mockery,7,
mocking,1,
model,1,
moderate,3,
modest,1,
modestly,1,
modesty,1,
molded,4,
molten,3,
monasteries,1,
monasticism,1,
money,11,
monks,1,
monotheismthe,1,
monotheist,7,
monotheistand,2,
monstrous,3,
month,9,
months,10,
monthsand,1,
monthsin,1,
monument,1,
moon,27,
moral,3,
morals,1,
more,90,
morn,1,
morning,31,
morrow,1,
mortal,2,
mortals,3,
moses,135,
mosque,17,
mosques,1,
mosqueswhere,1,
mosquewhich,1,
most,204,
mother,22,
mothers,13,
mothersthey,1,
moths,1,
motion,5,
motionless,4,
mound,1,
mount,12,
mountain,4,
mountainit,1,
mountains,35,
mountainshow,1,
mounting,1,
mourn,1,
mouth,1,
mouths,10,
move,2,
movements,2,
moving,4,
much,32,
mucha,1,
muchwould,1,
mud,5,
muhammad,3,
muhammadand,1,
mules,1,
multiplied,2,
multipliers,1,
multiplies,2,
multiply,4,
multitude,4,
multitudes,3,
murder,3,
murdered,1,
murky,1,
murmur,1,
murmuring,2,
muskthis,1,
muslim,3,
muslims,7,
must,20,
mustardseed,2,
muster,1,
mutual,6,
muzzle,1,
my,479,
myself,16,
mysteries,1,
mystery,2,
myths,3,
nails,1,
naked,1,
nakedness,4,
name,30,
named,4,
names,14,
napping,1,
narrate,6,
narrations,1,
narrative,1,
narrow,1,
narrowed,1,
nassr,1,
nation,8,
nations,1,
natural,2,
nay,1,
near,40,
nearby,3,
nearer,10,
nearest,3,
nearly,3,
nearness,3,
necessity,3,
neck,3,
necks,10,
need,11,
needan,1,
needle,1,
needs,1,
needy,11,
neglect,4,
neglected,7,
neglectful,1,
neighbor,2,
neighbors,1,
neither,67,
nests,1,
never,123,
nevertheless,1,
new,9,
news,73,
next,12,
nicely,2,
niceties,1,
night,93,
nightfall,1,
nights,6,
nightwe,1,
nightyou,1,
nine,5,
nineteen,1,
ninety,1,
no,504,
noah,43,
noble,13,
nobles,3,
nod,1,
noise,1,
nonarabic,1,
none,74,
nonsense,6,
noon,2,
nor,270,
nose,2,
not,1670,
notables,6,
notand,1,
note,10,
noted,1,
nothing,136,
notice,2,
noticed,3,
noticing,1,
notify,1,
notthen,1,
nourishes,1,
now,21,
nowhen,1,
nudge,3,
nullified,3,
nullifies,2,
nullify,4,
number,18,
numbers,1,
numerical,2,
numerous,6,
nurse,4,
nursed,1,
nursing,2,
nursingmothers,1,
nursingperiod,1,
o,336,
oath,3,
oaths,22,
obedience,4,
obedient,10,
obey,62,
obeyed,9,
obeying,1,
obeys,6,
obligation,3,
obligations,3,
obligatory,5,
obliterate,2,
obliterated,2,
obliterates,1,
oblivious,1,
obscenity,2,
obscure,1,
observance,1,
observant,8,
observation,1,
observe,20,
observed,9,
observer,1,
observers,1,
observing,1,
obsolete,1,
obstruct,1,
obtain,3,
obtained,2,
obvious,13,
obviously,2,
occasions,2,
occupants,2,
occupy,1,
occurred,1,
occurrence,1,
