chap_num,verse_num,token_num,token_str,term_str
9,49,15,they,they
9,49,16,sunk,sunk
9,49,17,into,into
9,49,18,trouble.,trouble
9,49,19,In,in
9,49,20,"fact,",fact
9,49,21,Hell,hell
9,49,22,will,will
9,49,23,engulf,engulf
9,49,24,the,the
9,49,25,disbelievers.,disbelievers
9,50,0,If,if
9,50,1,something,something
9,50,2,good,good
9,50,3,happens,happens
9,50,4,to,to
9,50,5,"you,",you
9,50,6,it,it
9,50,7,upsets,upsets
9,50,8,them;,them
9,50,9,and,and
9,50,10,if,if
9,50,11,a,a
9,50,12,calamity,calamity
9,50,13,befalls,befalls
9,50,14,"you,",you
9,50,15,they,they
9,50,16,"say,",say
9,50,17,“We,we
9,50,18,took,took
9,50,19,our,our
9,50,20,precautions,precautions
9,50,21,in,in
9,50,22,"advance,”",advance
9,50,23,and,and
9,50,24,they,they
9,50,25,"depart,",depart
9,50,26,happy.,happy
9,51,0,"Say,",say
9,51,1,“Nothing,nothing
9,51,2,will,will
9,51,3,happen,happen
9,51,4,to,to
9,51,5,us,us
9,51,6,except,except
9,51,7,what,what
9,51,8,God,god
9,51,9,has,has
9,51,10,ordained,ordained
9,51,11,for,for
9,51,12,us;,us
9,51,13,He,he
9,51,14,is,is
9,51,15,our,our
9,51,16,Protector.”,protector
9,51,17,In,in
9,51,18,God,god
9,51,19,let,let
9,51,20,the,the
9,51,21,faithful,faithful
9,51,22,put,put
9,51,23,their,their
9,51,24,trust.,trust
9,52,0,"Say,",say
9,52,1,“Are,are
9,52,2,you,you
9,52,3,expecting,expecting
9,52,4,for,for
9,52,5,us,us
9,52,6,anything,anything
9,52,7,other,other
9,52,8,than,than
9,52,9,one,one
9,52,10,of,of
9,52,11,the,the
9,52,12,two,two
9,52,13,excellences?,excellences
9,52,14,As,as
9,52,15,for,for
9,52,16,us:,us
9,52,17,we,we
9,52,18,are,are
9,52,19,expecting,expecting
9,52,20,that,that
9,52,21,God,god
9,52,22,will,will
9,52,23,afflict,afflict
9,52,24,you,you
9,52,25,with,with
9,52,26,a,a
9,52,27,punishment,punishment
9,52,28,from,from
9,52,29,"Himself,",himself
9,52,30,or,or
9,52,31,at,at
9,52,32,our,our
9,52,33,hands.,hands
9,52,34,So,so
9,52,35,"wait,",wait
9,52,36,we,we
9,52,37,are,are
9,52,38,waiting,waiting
9,52,39,with,with
9,52,40,you.”,you
9,53,0,"Say,",say
9,53,1,“Whether,whether
9,53,2,you,you
9,53,3,spend,spend
9,53,4,willingly,willingly
9,53,5,or,or
9,53,6,"unwillingly,",unwillingly
9,53,7,it,it
9,53,8,will,will
9,53,9,not,not
9,53,10,be,be
9,53,11,accepted,accepted
9,53,12,from,from
9,53,13,you.,you
9,53,14,You,you
9,53,15,are,are
9,53,16,evil,evil
9,53,17,people.”,people
9,54,0,What,what
9,54,1,prevents,prevents
9,54,2,the,the
9,54,3,acceptance,acceptance
9,54,4,of,of
9,54,5,their,their
9,54,6,contributions,contributions
9,54,7,is,is
9,54,8,nothing,nothing
9,54,9,but,but
9,54,10,the,the
9,54,11,fact,fact
9,54,12,that,that
9,54,13,they,they
9,54,14,disbelieved,disbelieved
9,54,15,in,in
9,54,16,God,god
9,54,17,and,and
9,54,18,His,his
9,54,19,"Messenger,",messenger
9,54,20,and,and
9,54,21,that,that
9,54,22,they,they
9,54,23,do,do
9,54,24,not,not
9,54,25,approach,approach
9,54,26,the,the
9,54,27,prayer,prayer
9,54,28,except,except
9,54,29,"lazily,",lazily
9,54,30,and,and
9,54,31,that,that
9,54,32,they,they
9,54,33,do,do
9,54,34,not,not
9,54,35,spend,spend
9,54,36,except,except
9,54,37,grudgingly.,grudgingly
9,55,0,Let,let
9,55,1,neither,neither
9,55,2,their,their
9,55,3,possessions,possessions
9,55,4,nor,nor
9,55,5,their,their
9,55,6,children,children
9,55,7,impress,impress
9,55,8,you.,you
9,55,9,God,god
9,55,10,intends,intends
9,55,11,to,to
9,55,12,torment,torment
9,55,13,them,them
9,55,14,through,through
9,55,15,them,them
9,55,16,in,in
9,55,17,this,this
9,55,18,worldly,worldly
9,55,19,"life,",life
9,55,20,and,and
9,55,21,that,that
9,55,22,their,their
9,55,23,souls,souls
9,55,24,depart,depart
9,55,25,while,while
9,55,26,they,they
9,55,27,are,are
9,55,28,disbelievers.,disbelievers
9,56,0,They,they
9,56,1,swear,swear
9,56,2,by,by
9,56,3,God,god
9,56,4,that,that
9,56,5,they,they
9,56,6,are,are
9,56,7,of,of
9,56,8,you.,you
9,56,9,But,but
9,56,10,they,they
9,56,11,are,are
9,56,12,not,not
9,56,13,of,of
9,56,14,you.,you
9,56,15,They,they
9,56,16,are,are
9,56,17,divisive,divisive
9,56,18,people.,people
9,57,0,Were,were
9,57,1,they,they
9,57,2,to,to
9,57,3,find,find
9,57,4,a,a
9,57,5,"shelter,",shelter
9,57,6,or,or
9,57,7,a,a
9,57,8,"cave,",cave
9,57,9,or,or
9,57,10,a,a
9,57,11,"hideout,",hideout
9,57,12,they,they
9,57,13,would,would
9,57,14,go,go
9,57,15,to,to
9,57,16,"it,",it
9,57,17,rushing.,rushing
9,58,0,And,and
9,58,1,among,among
9,58,2,them,them
9,58,3,are,are
9,58,4,those,those
9,58,5,who,who
9,58,6,criticize,criticize
9,58,7,you,you
9,58,8,in,in
9,58,9,regard,regard
9,58,10,to,to
9,58,11,charities.,charities
9,58,12,If,if
9,58,13,they,they
9,58,14,are,are
9,58,15,given,given
9,58,16,some,some
9,58,17,of,of
9,58,18,"it,",it
9,58,19,they,they
9,58,20,become,become
9,58,21,pleased;,pleased
9,58,22,but,but
9,58,23,if,if
9,58,24,they,they
9,58,25,are,are
9,58,26,not,not
9,58,27,given,given
9,58,28,"any,",any
9,58,29,they,they
9,58,30,grow,grow
9,58,31,resentful.,resentful
9,59,0,If,if
9,59,1,only,only
9,59,2,they,they
9,59,3,were,were
9,59,4,content,content
9,59,5,with,with
9,59,6,what,what
9,59,7,God,god
9,59,8,and,and
9,59,9,His,his
9,59,10,Messenger,messenger
9,59,11,have,have
9,59,12,given,given
9,59,13,"them,",them
9,59,14,and,and
9,59,15,"said,",said
9,59,16,“God,god
9,59,17,is,is
9,59,18,sufficient,sufficient
9,59,19,for,for
9,59,20,us;,us
9,59,21,God,god
9,59,22,will,will
9,59,23,give,give
9,59,24,us,us
9,59,25,of,of
9,59,26,His,his
9,59,27,"bounty,",bounty
9,59,28,and,and
9,59,29,so,so
9,59,30,will,will
9,59,31,His,his
9,59,32,Messenger;,messenger
9,59,33,to,to
9,59,34,God,god
9,59,35,we,we
9,59,36,eagerly,eagerly
9,59,37,turn.”,turn
9,60,0,Charities,charities
9,60,1,are,are
9,60,2,for,for
9,60,3,the,the
9,60,4,"poor,",poor
9,60,5,and,and
9,60,6,the,the
9,60,7,"destitute,",destitute
9,60,8,and,and
9,60,9,those,those
9,60,10,who,who
9,60,11,administer,administer
9,60,12,"them,",them
9,60,13,and,and
9,60,14,for,for
9,60,15,reconciling,reconciling
9,60,16,"hearts,",hearts
9,60,17,and,and
9,60,18,for,for
9,60,19,freeing,freeing
9,60,20,"slaves,",slaves
9,60,21,and,and
9,60,22,for,for
9,60,23,those,those
9,60,24,in,in
9,60,25,"debt,",debt
9,60,26,and,and
9,60,27,in,in
9,60,28,the,the
9,60,29,path,path
9,60,30,of,of
9,60,31,"God,",god
9,60,32,and,and
9,60,33,for,for
9,60,34,the,the
9,60,35,traveler,traveler
9,60,36,in,in
9,60,37,need—an,needan
9,60,38,obligation,obligation
9,60,39,from,from
9,60,40,God.,god
9,60,41,God,god
9,60,42,is,is
9,60,43,"All-Knowing,",allknowing
9,60,44,Most,most
9,60,45,Wise.,wise
9,61,0,And,and
9,61,1,among,among
9,61,2,them,them
9,61,3,are,are
9,61,4,those,those
9,61,5,who,who
9,61,6,insult,insult
9,61,7,the,the
9,61,8,"Prophet,",prophet
9,61,9,and,and
9,61,10,"say,",say
9,61,11,“He,he
9,61,12,is,is
9,61,13,all,all
9,61,14,ears.”,ears
9,61,15,"Say,",say
9,61,16,“He,he
9,61,17,listens,listens
9,61,18,for,for
9,61,19,your,your
9,61,20,own,own
9,61,21,good.,good
9,61,22,He,he
9,61,23,believes,believes
9,61,24,in,in
9,61,25,"God,",god
9,61,26,and,and
9,61,27,trusts,trusts
9,61,28,the,the
9,61,29,"believers,",believers
9,61,30,and,and
9,61,31,is,is
9,61,32,mercy,mercy
9,61,33,for,for
9,61,34,those,those
9,61,35,of,of
9,61,36,you,you
9,61,37,who,who
9,61,38,believe.”,believe
9,61,39,Those,those
9,61,40,who,who
9,61,41,insult,insult
9,61,42,the,the
9,61,43,Messenger,messenger
9,61,44,of,of
9,61,45,God,god
9,61,46,will,will
9,61,47,have,have
9,61,48,a,a
9,61,49,painful,painful
9,61,50,penalty.,penalty
9,62,0,They,they
9,62,1,swear,swear
9,62,2,to,to
9,62,3,you,you
9,62,4,by,by
9,62,5,God,god
9,62,6,to,to
9,62,7,please,please
9,62,8,you.,you
9,62,9,But,but
9,62,10,it,it
9,62,11,is,is
9,62,12,more,more
9,62,13,proper,proper
9,62,14,for,for
9,62,15,them,them
9,62,16,to,to
9,62,17,please,please
9,62,18,God,god
9,62,19,and,and
9,62,20,His,his
9,62,21,"Messenger,",messenger
9,62,22,if,if
9,62,23,they,they
9,62,24,are,are
9,62,25,believers.,believers
9,63,0,Do,do
9,63,1,they,they
9,63,2,not,not
9,63,3,know,know
9,63,4,that,that
9,63,5,whoever,whoever
9,63,6,opposes,opposes
9,63,7,God,god
9,63,8,and,and
9,63,9,His,his
9,63,10,"Messenger,",messenger
9,63,11,will,will
9,63,12,have,have
9,63,13,the,the
9,63,14,Fire,fire
9,63,15,of,of
9,63,16,"Hell,",hell
9,63,17,abiding,abiding
9,63,18,in,in
9,63,19,it,it
9,63,20,forever?,forever
9,63,21,That,that
9,63,22,is,is
9,63,23,the,the
9,63,24,supreme,supreme
9,63,25,disgrace.,disgrace
9,64,0,The,the
9,64,1,hypocrites,hypocrites
9,64,2,worry,worry
9,64,3,lest,lest
9,64,4,a,a
9,64,5,chapter,chapter
9,64,6,may,may
9,64,7,be,be
9,64,8,revealed,revealed
9,64,9,about,about
9,64,10,"them,",them
9,64,11,informing,informing
9,64,12,them,them
9,64,13,of,of
9,64,14,what,what
9,64,15,is,is
9,64,16,in,in
9,64,17,their,their
9,64,18,hearts.,hearts
9,64,19,"Say,",say
9,64,20,“Go,go
9,64,21,on,on
9,64,22,mocking;,mocking
9,64,23,God,god
9,64,24,will,will
9,64,25,bring,bring
9,64,26,out,out
9,64,27,what,what
9,64,28,you,you
9,64,29,fear.”,fear
9,65,0,If,if
9,65,1,you,you
9,65,2,ask,ask
9,65,3,"them,",them
9,65,4,they,they
9,65,5,will,will
9,65,6,"say,",say
9,65,7,“We,we
9,65,8,were,were
9,65,9,just,just
9,65,10,joking,joking
9,65,11,and,and
9,65,12,playing.”,playing
9,65,13,"Say,",say
9,65,14,“Were,were
9,65,15,you,you
9,65,16,making,making
9,65,17,jokes,jokes
9,65,18,about,about
9,65,19,"God,",god
9,65,20,His,his
9,65,21,"revelations,",revelations
9,65,22,and,and
9,65,23,His,his
9,65,24,Messenger?”,messenger
9,66,0,Do,do
9,66,1,not,not
9,66,2,apologize.,apologize
9,66,3,You,you
9,66,4,have,have
9,66,5,disbelieved,disbelieved
9,66,6,after,after
9,66,7,your,your
9,66,8,belief.,belief
9,66,9,If,if
9,66,10,We,we
9,66,11,pardon,pardon
9,66,12,some,some
9,66,13,of,of
9,66,14,"you,",you
9,66,15,We,we
9,66,16,will,will
9,66,17,punish,punish
9,66,18,"others,",others
9,66,19,because,because
9,66,20,they,they
9,66,21,are,are
9,66,22,guilty.,guilty
9,67,0,The,the
9,67,1,hypocrite,hypocrite
9,67,2,men,men
9,67,3,and,and
9,67,4,hypocrite,hypocrite
9,67,5,women,women
9,67,6,are,are
9,67,7,of,of
9,67,8,one,one
9,67,9,another.,another
9,67,10,They,they
9,67,11,advocate,advocate
9,67,12,"evil,",evil
9,67,13,and,and
9,67,14,prohibit,prohibit
9,67,15,"righteousness,",righteousness
9,67,16,and,and
9,67,17,withhold,withhold
9,67,18,their,their
9,67,19,hands.,hands
9,67,20,They,they
9,67,21,forgot,forgot
9,67,22,"God,",god
9,67,23,so,so
9,67,24,He,he
9,67,25,forgot,forgot
9,67,26,them.,them
9,67,27,The,the
9,67,28,hypocrites,hypocrites
9,67,29,are,are
9,67,30,the,the
9,67,31,sinners.,sinners
9,68,0,God,god
9,68,1,has,has
9,68,2,promised,promised
9,68,3,the,the
9,68,4,hypocrite,hypocrite
9,68,5,men,men
9,68,6,and,and
9,68,7,hypocrite,hypocrite
9,68,8,"women,",women
9,68,9,and,and
9,68,10,the,the
9,68,11,"disbelievers,",disbelievers
9,68,12,the,the
9,68,13,Fire,fire
9,68,14,of,of
9,68,15,"Hell,",hell
9,68,16,abiding,abiding
9,68,17,therein,therein
9,68,18,forever.,forever
9,68,19,It,it
9,68,20,is,is
9,68,21,their,their
9,68,22,due.,due
9,68,23,And,and
9,68,24,God,god
9,68,25,has,has
9,68,26,cursed,cursed
9,68,27,them.,them
9,68,28,They,they
9,68,29,will,will
9,68,30,have,have
9,68,31,a,a
9,68,32,lasting,lasting
9,68,33,punishment.,punishment
9,69,0,Like,like
9,69,1,those,those
9,69,2,before,before
9,69,3,you.,you
9,69,4,They,they
9,69,5,were,were
9,69,6,more,more
9,69,7,powerful,powerful
9,69,8,than,than
9,69,9,"you,",you
9,69,10,and,and
9,69,11,had,had
9,69,12,more,more
9,69,13,wealth,wealth
9,69,14,and,and
9,69,15,children.,children
9,69,16,They,they
9,69,17,enjoyed,enjoyed
9,69,18,their,their
9,69,19,"share,",share
9,69,20,and,and
9,69,21,you,you
9,69,22,enjoyed,enjoyed
9,69,23,your,your
9,69,24,"share,",share
9,69,25,as,as
9,69,26,those,those
9,69,27,before,before
9,69,28,you,you
9,69,29,enjoyed,enjoyed
9,69,30,their,their
9,69,31,share.,share
9,69,32,And,and
9,69,33,you,you
9,69,34,"indulged,",indulged
9,69,35,as,as
9,69,36,they,they
9,69,37,indulged.,indulged
9,69,38,It,it
9,69,39,is,is
9,69,40,they,they
9,69,41,whose,whose
9,69,42,works,works
9,69,43,will,will
9,69,44,fail,fail
9,69,45,in,in
9,69,46,this,this
9,69,47,world,world
9,69,48,and,and
9,69,49,in,in
9,69,50,the,the
9,69,51,Hereafter.,hereafter
9,69,52,It,it
9,69,53,is,is
9,69,54,they,they
9,69,55,who,who
9,69,56,are,are
9,69,57,the,the
9,69,58,losers.,losers
9,70,0,Have,have
9,70,1,they,they
9,70,2,not,not
9,70,3,heard,heard
9,70,4,the,the
9,70,5,stories,stories
9,70,6,of,of
9,70,7,those,those
9,70,8,before,before
9,70,9,them?,them
9,70,10,The,the
9,70,11,people,people
9,70,12,of,of
9,70,13,"Noah,",noah
9,70,14,and,and
9,70,15,"Aad,",aad
9,70,16,and,and
9,70,17,Thamood;,thamood
9,70,18,and,and
9,70,19,the,the
9,70,20,people,people
9,70,21,of,of
9,70,22,"Abraham,",abraham
9,70,23,and,and
9,70,24,the,the
9,70,25,inhabitants,inhabitants
9,70,26,of,of
9,70,27,"Median,",median
9,70,28,and,and
9,70,29,the,the
9,70,30,Overturned,overturned
9,70,31,Cities?,cities
9,70,32,Their,their
9,70,33,messengers,messengers
9,70,34,came,came
9,70,35,to,to
9,70,36,them,them
9,70,37,with,with
9,70,38,the,the
9,70,39,clear,clear
9,70,40,proofs.,proofs
9,70,41,God,god
9,70,42,never,never
9,70,43,wronged,wronged
9,70,44,"them,",them
9,70,45,but,but
9,70,46,they,they
9,70,47,used,used
9,70,48,to,to
9,70,49,wrong,wrong
9,70,50,their,their
9,70,51,own,own
9,70,52,selves.,selves
9,71,0,The,the
9,71,1,believing,believing
9,71,2,men,men
9,71,3,and,and
9,71,4,believing,believing
9,71,5,women,women
9,71,6,are,are
9,71,7,friends,friends
9,71,8,of,of
9,71,9,one,one
9,71,10,another.,another
9,71,11,They,they
9,71,12,advocate,advocate
9,71,13,"virtue,",virtue
9,71,14,forbid,forbid
9,71,15,"evil,",evil
9,71,16,perform,perform
9,71,17,the,the
9,71,18,"prayers,",prayers
9,71,19,practice,practice
9,71,20,"charity,",charity
9,71,21,and,and
9,71,22,obey,obey
9,71,23,God,god
9,71,24,and,and
9,71,25,His,his
9,71,26,Messenger.,messenger
9,71,27,These—God,thesegod
9,71,28,will,will
9,71,29,have,have
9,71,30,mercy,mercy
9,71,31,on,on
9,71,32,them.,them
9,71,33,God,god
9,71,34,is,is
9,71,35,Noble,noble
9,71,36,and,and
9,71,37,Wise.,wise
9,72,0,God,god
9,72,1,promises,promises
9,72,2,the,the
9,72,3,"believers,",believers
9,72,4,men,men
9,72,5,and,and
9,72,6,"women,",women
9,72,7,gardens,gardens
9,72,8,beneath,beneath
9,72,9,which,which
9,72,10,rivers,rivers
9,72,11,"flow,",flow
9,72,12,abiding,abiding
9,72,13,therein,therein
9,72,14,"forever,",forever
9,72,15,and,and
9,72,16,fine,fine
9,72,17,homes,homes
9,72,18,in,in
9,72,19,the,the
9,72,20,Gardens,gardens
9,72,21,of,of
9,72,22,Eden.,eden
9,72,23,But,but
9,72,24,approval,approval
9,72,25,from,from
9,72,26,God,god
9,72,27,is,is
9,72,28,even,even
9,72,29,greater.,greater
9,72,30,That,that
9,72,31,is,is
9,72,32,the,the
9,72,33,supreme,supreme
9,72,34,achievement.,achievement
9,73,0,O,o
9,73,1,Prophet!,prophet
9,73,2,Strive,strive
9,73,3,against,against
9,73,4,the,the
9,73,5,disbelievers,disbelievers
9,73,6,and,and
9,73,7,the,the
9,73,8,"hypocrites,",hypocrites
9,73,9,and,and
9,73,10,be,be
9,73,11,stern,stern
9,73,12,with,with
9,73,13,them.,them
9,73,14,Their,their
9,73,15,abode,abode
9,73,16,is,is
9,73,17,Hell—what,hellwhat
9,73,18,a,a
9,73,19,miserable,miserable
9,73,20,destination!,destination
9,74,0,They,they
9,74,1,swear,swear
9,74,2,by,by
9,74,3,God,god
9,74,4,that,that
9,74,5,they,they
9,74,6,said,said
9,74,7,nothing;,nothing
9,74,8,but,but
9,74,9,they,they
9,74,10,did,did
9,74,11,utter,utter
9,74,12,the,the
9,74,13,word,word
9,74,14,of,of
9,74,15,"blasphemy,",blasphemy
9,74,16,and,and
9,74,17,they,they
9,74,18,renounced,renounced
9,74,19,faith,faith
9,74,20,after,after
9,74,21,their,their
9,74,22,submission.,submission
9,74,23,And,and
9,74,24,they,they
9,74,25,plotted,plotted
9,74,26,what,what
9,74,27,they,they
9,74,28,could,could
9,74,29,not,not
9,74,30,attain.,attain
9,74,31,They,they
9,74,32,were,were
9,74,33,resentful,resentful
9,74,34,only,only
9,74,35,because,because
9,74,36,God,god
9,74,37,and,and
9,74,38,His,his
9,74,39,Messenger,messenger
9,74,40,have,have
9,74,41,enriched,enriched
9,74,42,them,them
9,74,43,out,out
9,74,44,of,of
9,74,45,His,his
9,74,46,grace.,grace
9,74,47,If,if
9,74,48,they,they
9,74,49,"repent,",repent
9,74,50,it,it
9,74,51,would,would
9,74,52,be,be
9,74,53,best,best
9,74,54,for,for
9,74,55,them;,them
9,74,56,but,but
9,74,57,if,if
9,74,58,they,they
9,74,59,turn,turn
9,74,60,"away,",away
9,74,61,God,god
9,74,62,will,will
9,74,63,afflict,afflict
9,74,64,them,them
9,74,65,with,with
9,74,66,a,a
9,74,67,painful,painful
9,74,68,punishment—in,punishmentin
9,74,69,this,this
9,74,70,life,life
9,74,71,and,and
9,74,72,in,in
9,74,73,the,the
9,74,74,Hereafter—and,hereafterand
9,74,75,they,they
9,74,76,will,will
9,74,77,have,have
9,74,78,on,on
9,74,79,earth,earth
9,74,80,no,no
9,74,81,protector,protector
9,74,82,and,and
9,74,83,no,no
9,74,84,savior.,savior
9,75,0,Among,among
9,75,1,them,them
9,75,2,are,are
9,75,3,those,those
9,75,4,who,who
9,75,5,promised,promised
9,75,6,God:,god
9,75,7,“If,if
9,75,8,He,he
9,75,9,gives,gives
9,75,10,us,us
9,75,11,of,of
9,75,12,His,his
9,75,13,"bounty,",bounty
9,75,14,we,we
9,75,15,will,will
9,75,16,donate,donate
9,75,17,and,and
9,75,18,be,be
9,75,19,among,among
9,75,20,the,the
9,75,21,upright.”,upright
9,76,0,But,but
9,76,1,when,when
9,76,2,He,he
9,76,3,has,has
9,76,4,given,given
9,76,5,them,them
9,76,6,of,of
9,76,7,His,his
9,76,8,"bounty,",bounty
9,76,9,they,they
9,76,10,became,became
9,76,11,stingy,stingy
9,76,12,with,with
9,76,13,"it,",it
9,76,14,and,and
9,76,15,turned,turned
9,76,16,away,away
9,76,17,in,in
9,76,18,aversion.,aversion
9,77,0,So,so
9,77,1,He,he
9,77,2,penalized,penalized
9,77,3,them,them
9,77,4,with,with
9,77,5,hypocrisy,hypocrisy
9,77,6,in,in
9,77,7,their,their
9,77,8,"hearts,",hearts
9,77,9,until,until
9,77,10,the,the
9,77,11,Day,day
9,77,12,they,they
9,77,13,face,face
9,77,14,Him—because,himbecause
9,77,15,they,they
9,77,16,broke,broke
9,77,17,their,their
9,77,18,promise,promise
9,77,19,to,to
9,77,20,"God,",god
9,77,21,and,and
9,77,22,because,because
9,77,23,they,they
9,77,24,used,used
9,77,25,to,to
9,77,26,lie.,lie
9,78,0,Do,do
9,78,1,they,they
9,78,2,not,not
9,78,3,know,know
9,78,4,that,that
9,78,5,God,god
9,78,6,knows,knows
9,78,7,their,their
9,78,8,secrets,secrets
9,78,9,and,and
9,78,10,their,their
9,78,11,conspiracies?,conspiracies
9,78,12,And,and
9,78,13,that,that
9,78,14,God,god
9,78,15,is,is
9,78,16,the,the
9,78,17,Knower,knower
9,78,18,of,of
9,78,19,the,the
9,78,20,unseen?,unseen
9,79,0,Those,those
9,79,1,who,who
9,79,2,criticize,criticize
9,79,3,the,the
9,79,4,believers,believers
9,79,5,who,who
9,79,6,give,give
9,79,7,charity,charity
9,79,8,"voluntarily,",voluntarily
9,79,9,and,and
9,79,10,ridicule,ridicule
9,79,11,those,those
9,79,12,who,who
9,79,13,find,find
9,79,14,nothing,nothing
9,79,15,to,to
9,79,16,give,give
9,79,17,except,except
9,79,18,their,their
9,79,19,own,own
9,79,20,efforts—God,effortsgod
9,79,21,ridicules,ridicules
9,79,22,them.,them
9,79,23,They,they
9,79,24,will,will
9,79,25,have,have
9,79,26,a,a
9,79,27,painful,painful
9,79,28,punishment.,punishment
9,80,0,Whether,whether
9,80,1,you,you
9,80,2,ask,ask
9,80,3,forgiveness,forgiveness
9,80,4,for,for
9,80,5,"them,",them
9,80,6,or,or
9,80,7,do,do
9,80,8,not,not
9,80,9,ask,ask
9,80,10,forgiveness,forgiveness
9,80,11,for,for
9,80,12,them—even,themeven
9,80,13,if,if
9,80,14,you,you
9,80,15,ask,ask
9,80,16,forgiveness,forgiveness
9,80,17,for,for
9,80,18,them,them
9,80,19,seventy,seventy
9,80,20,"times,",times
9,80,21,God,god
9,80,22,will,will
9,80,23,not,not
9,80,24,forgive,forgive
9,80,25,them.,them
9,80,26,That,that
9,80,27,is,is
9,80,28,because,because
9,80,29,they,they
9,80,30,disbelieved,disbelieved
9,80,31,in,in
9,80,32,God,god
9,80,33,and,and
9,80,34,His,his
9,80,35,Messenger.,messenger
9,80,36,God,god
9,80,37,does,does
9,80,38,not,not
9,80,39,guide,guide
9,80,40,the,the
9,80,41,immoral,immoral
9,80,42,people.,people
9,81,0,Those,those
9,81,1,who,who
9,81,2,stayed,stayed
9,81,3,behind,behind
9,81,4,rejoiced,rejoiced
9,81,5,at,at
9,81,6,their,their
9,81,7,staying,staying
9,81,8,behind,behind
9,81,9,the,the
9,81,10,Messenger,messenger
9,81,11,of,of
9,81,12,God.,god
9,81,13,And,and
9,81,14,they,they
9,81,15,hated,hated
9,81,16,to,to
9,81,17,strive,strive
9,81,18,with,with
9,81,19,their,their
9,81,20,wealth,wealth
9,81,21,and,and
9,81,22,their,their
9,81,23,lives,lives
9,81,24,in,in
9,81,25,God’s,gods
9,81,26,way.,way
9,81,27,And,and
9,81,28,they,they
9,81,29,"said,",said
9,81,30,“Do,do
9,81,31,not,not
9,81,32,venture,venture
9,81,33,out,out
9,81,34,in,in
9,81,35,the,the
9,81,36,heat.”,heat
9,81,37,"Say,",say
9,81,38,“The,the
9,81,39,Fire,fire
9,81,40,of,of
9,81,41,Hell,hell
9,81,42,is,is
9,81,43,much,much
9,81,44,"hotter,",hotter
9,81,45,if,if
9,81,46,they,they
9,81,47,only,only
9,81,48,understood.”,understood
9,82,0,Let,let
9,82,1,them,them
9,82,2,laugh,laugh
9,82,3,a,a
9,82,4,"little,",little
9,82,5,and,and
9,82,6,weep,weep
9,82,7,much;,much
9,82,8,in,in
9,82,9,recompense,recompense
9,82,10,for,for
9,82,11,what,what
9,82,12,they,they
9,82,13,used,used
9,82,14,to,to
9,82,15,earn.,earn
9,83,0,If,if
9,83,1,God,god
9,83,2,brings,brings
9,83,3,you,you
9,83,4,back,back
9,83,5,to,to
9,83,6,a,a
9,83,7,party,party
9,83,8,of,of
9,83,9,"them,",them
9,83,10,and,and
9,83,11,they,they
9,83,12,ask,ask
9,83,13,your,your
9,83,14,permission,permission
9,83,15,to,to
9,83,16,go,go
9,83,17,"out,",out
9,83,18,"say,",say
9,83,19,“You,you
9,83,20,will,will
9,83,21,not,not
9,83,22,go,go
9,83,23,out,out
9,83,24,with,with
9,83,25,"me,",me
9,83,26,"ever,",ever
9,83,27,nor,nor
9,83,28,will,will
9,83,29,you,you
9,83,30,ever,ever
9,83,31,fight,fight
9,83,32,an,an
9,83,33,enemy,enemy
9,83,34,with,with
9,83,35,me.,me
9,83,36,You,you
9,83,37,were,were
9,83,38,content,content
9,83,39,to,to
9,83,40,sit,sit
9,83,41,back,back
9,83,42,the,the
9,83,43,first,first
9,83,44,"time,",time
9,83,45,so,so
9,83,46,sit,sit
9,83,47,back,back
9,83,48,with,with
9,83,49,those,those
9,83,50,who,who
9,83,51,stay,stay
9,83,52,behind.”,behind
9,84,0,You,you
9,84,1,are,are
9,84,2,never,never
9,84,3,to,to
9,84,4,pray,pray
9,84,5,over,over
9,84,6,anyone,anyone
9,84,7,of,of
9,84,8,them,them
9,84,9,who,who
9,84,10,"dies,",dies
9,84,11,nor,nor
9,84,12,are,are
9,84,13,you,you
9,84,14,to,to
9,84,15,stand,stand
9,84,16,at,at
9,84,17,his,his
9,84,18,graveside.,graveside
9,84,19,They,they
9,84,20,rejected,rejected
9,84,21,God,god
9,84,22,and,and
9,84,23,His,his
9,84,24,"Messenger,",messenger
9,84,25,and,and
9,84,26,died,died
9,84,27,while,while
9,84,28,they,they
9,84,29,were,were
9,84,30,sinners.,sinners
9,85,0,Do,do
9,85,1,not,not
9,85,2,let,let
9,85,3,their,their
9,85,4,possessions,possessions
9,85,5,and,and
9,85,6,their,their
9,85,7,children,children
9,85,8,impress,impress
9,85,9,you.,you
9,85,10,God,god
9,85,11,desires,desires
9,85,12,to,to
9,85,13,torment,torment
9,85,14,them,them
9,85,15,through,through
9,85,16,them,them
9,85,17,in,in
9,85,18,this,this
9,85,19,"world,",world
9,85,20,and,and
9,85,21,their,their
9,85,22,souls,souls
9,85,23,expire,expire
9,85,24,while,while
9,85,25,they,they
9,85,26,are,are
9,85,27,disbelievers.,disbelievers
9,86,0,When,when
9,86,1,a,a
9,86,2,chapter,chapter
9,86,3,is,is
9,86,4,"revealed,",revealed
9,86,5,stating:,stating
9,86,6,“Believe,believe
9,86,7,in,in
9,86,8,God,god
9,86,9,and,and
9,86,10,strive,strive
9,86,11,with,with
9,86,12,His,his
9,86,13,"Messenger,”",messenger
9,86,14,the,the
